stall_force|mt_speed|mt_diff|cl_diff|viscosity|mt_number|cl_number|fiber_length|time_step|nb_steps|nb_frames
6|0.2|0.1|0.1|0.1|100|25|3.0|1e-05|20000000|100
6|0.2|0.1|0.1|0.1|200|67|3.0|1e-05|20000000|100
6|0.2|0.1|0.1|0.1|300|91|3.0|1e-05|20000000|100
6|0.2|0.1|0.1|0.1|100|183|3.0|1e-05|20000000|100
6|0.2|0.1|0.1|0.1|200|177|3.0|1e-05|20000000|100
6|0.2|0.1|0.1|0.1|300|46|3.0|1e-05|20000000|100
6|0.2|0.1|0.1|0.1|100|137|3.0|1e-05|20000000|100
6|0.2|0.1|0.1|0.1|200|78|3.0|1e-05|20000000|100
6|0.2|0.1|0.1|0.1|300|54|3.0|1e-05|20000000|100
6|0.2|0.1|0.1|0.1|100|3|3.0|1e-05|20000000|100
6|0.2|0.1|0.1|0.1|200|166|3.0|1e-05|20000000|100
6|0.2|0.1|0.1|0.1|300|7|3.0|1e-05|20000000|100
