speed bound_mts bound_cls final_length rho_m force_cls force_mts
0.000000000000000000e+00 2.275308641975308532e+01 7.600000000000000000e+01 1.771191358024691409e+00 1.031494311107996331e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.823456790123456628e+01 3.300000000000000000e+01 1.025340259259259312e+00 1.419132564121561302e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.819753086419753174e+01 1.620000000000000000e+02 2.981117469135802445e+00 4.883377268761255469e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.369135802469135754e+01 8.000000000000000000e+01 1.841508630864197249e+00 1.029368735357059222e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.603703703703703809e+01 1.110000000000000000e+02 1.846020898765432294e+00 1.560466156895939094e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.864197530864197461e+01 1.870000000000000000e+02 2.987533333333333374e+00 4.992089780211609457e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.959259259259259167e+01 1.100000000000000000e+02 2.247298765432098833e+00 1.054544079895893965e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.440740740740740655e+01 2.400000000000000000e+01 8.600660580246913822e-01 1.337543962501536177e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.065432098765432123e+01 4.000000000000000000e+01 1.694450061728395296e+00 5.050743739820118955e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.219753086419753174e+01 6.400000000000000000e+01 1.701165229629629350e+00 1.046446458035264482e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.448148148148148096e+01 1.400000000000000000e+02 2.254566666666666830e+00 1.579389997540009138e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.780246913580246826e+01 1.160000000000000000e+02 2.918761728395061983e+00 4.880357596114094643e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.460493827160493652e+01 1.500000000000000000e+02 2.780217283950617624e+00 9.966182928210205738e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.219753086419753174e+01 1.350000000000000000e+02 2.210268271604938217e+00 1.525871362522458197e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.765432098765431945e+00 2.000000000000000000e+01 1.262490493827160387e+00 4.998523784831007677e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.706172839506172778e+01 4.300000000000000000e+01 1.353056835679012249e+00 1.006650079511819673e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.025925925925925952e+01 1.200000000000000000e+01 6.572762851851851051e-01 1.252043259288738442e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.425925925925925952e+01 5.500000000000000000e+01 2.225869780246913177e+00 5.157865049814365499e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.097530864197530853e+01 2.200000000000000000e+01 9.720612209876542398e-01 9.041779117437170887e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.954320987654320874e+01 1.690000000000000000e+02 2.521335802469135690e+00 1.572299460761850121e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.592592592592592560e+00 2.500000000000000000e+01 1.310297024691357892e+00 4.627266333612205934e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.240740740740740833e+01 6.700000000000000000e+01 1.634466493827160471e+00 1.095923464399637670e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.367901234567901270e+01 9.100000000000000000e+01 1.767647790123456852e+00 1.523612055518786257e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.796296296296296191e+01 1.830000000000000000e+02 2.993793592592592478e+00 4.800341683790249059e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.635802469135802539e+01 1.770000000000000000e+02 2.933004350617284040e+00 9.918415687151575788e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.119753086419753174e+01 4.600000000000000000e+01 1.151218888888888792e+00 1.476362742299514308e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.823456790123456628e+01 1.370000000000000000e+02 2.962195717283949925e+00 4.927326502446795903e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.355555555555555713e+01 7.800000000000000000e+01 1.798549259259259347e+00 1.049824080126098708e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.513580246913580396e+01 5.400000000000000000e+01 1.289854999999999974e+00 1.560764971972002646e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.925925925925926041e+00 3.000000000000000000e+00 6.963865098765431583e-01 4.556481702497202496e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.464197530864197461e+01 1.660000000000000000e+02 2.836893827160493764e+00 9.767649014342573432e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.358024691358024505e+00 7.000000000000000000e+00 5.148058160493826918e-01 1.143273567947202113e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.864197530864197461e+01 1.440000000000000000e+02 2.961916851851851717e+00 5.036592020426958194e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.407407407407407263e+01 7.500000000000000000e+01 1.877488148148148017e+00 1.025786347757214056e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.766666666666666430e+01 1.640000000000000000e+02 2.516233925925925874e+00 1.516958024509526826e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.839506172839506348e+00 1.000000000000000000e+01 9.262350370370371344e-01 4.141364553351575134e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.033333333333333215e+01 1.200000000000000000e+02 2.350005925925925609e+00 1.033495513312205905e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.359259259259259167e+01 4.900000000000000000e+01 1.246571740740741063e+00 1.513569932090897407e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.839506172839506348e+01 1.940000000000000000e+02 2.991513580246913495e+00 4.919985755031576480e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.555555555555555713e+01 1.600000000000000000e+02 2.828487654320987588e+00 1.005827361588071955e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.998765432098765515e+01 4.100000000000000000e+01 1.110134567901234659e+00 1.440122425662592465e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.802469135802468969e+01 9.200000000000000000e+01 2.719503703703703756e+00 5.309307047887303066e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.627160493827160792e+01 1.650000000000000000e+02 2.919358810740740662e+00 9.950907312811675676e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.240740740740740478e+01 1.860000000000000000e+02 2.776949358024691783e+00 1.510923301689973963e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.865432098765431945e+01 1.690000000000000000e+02 2.983553086419753253e+00 5.003451127563229850e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.561728395061728492e+01 1.820000000000000000e+02 2.935137654320987277e+00 9.705159047528605365e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.179012345679012341e+01 8.600000000000000000e+01 1.614395170370370058e+00 1.576457309963664732e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.833333333333333215e+01 1.650000000000000000e+02 2.988106888888889312e+00 4.908515072302344767e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.296296296296296191e+01 1.470000000000000000e+02 2.734613185185184925e+00 9.658756408955394834e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.024691358024691468e+01 7.400000000000000000e+01 1.598723209876543150e+00 1.514070392851310232e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.922222222222222143e+01 1.920000000000000000e+02 2.985790049382716305e+00 5.151375361385773094e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.545679012345679126e+01 8.200000000000000000e+01 1.934229753086419645e+00 1.055053562898480846e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.034567901234567699e+01 1.800000000000000000e+02 2.664448148148148121e+00 1.511831523424072565e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.203703703703703631e+01 4.200000000000000000e+01 1.795871802469135581e+00 5.391415631198727410e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.865432098765431945e+01 1.060000000000000000e+02 2.220690148148148246e+00 1.034135537265990085e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.103703703703703809e+01 1.820000000000000000e+02 2.661937037037037435e+00 1.533125169841972890e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.683950617283950635e+01 9.300000000000000000e+01 2.750214185185185123e+00 4.904120014300118735e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.580246913580246826e+00 1.600000000000000000e+01 8.618753827160494652e-01 8.885622581197931413e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.719753086419753174e+01 3.300000000000000000e+01 9.947136543209875725e-01 1.389724319304747047e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.834567901234568055e+01 1.570000000000000000e+02 2.981597716049382729e+00 4.923713812988128602e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.501234567901234485e+01 8.400000000000000000e+01 1.902803827160494121e+00 1.051848803403123839e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.470370370370370239e+01 9.500000000000000000e+01 1.732480246913580491e+00 1.601239775891337980e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.762962962962962976e+01 1.580000000000000000e+02 2.987582716049382636e+00 4.720908900392137980e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.666666666666666963e+00 1.000000000000000000e+01 7.138868148148148629e-01 8.632985665529237240e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.548148148148148096e+01 1.460000000000000000e+02 2.292430197530864078e+00 1.588823644129112311e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.762962962962962976e+01 1.800000000000000000e+02 2.986291975308642321e+00 4.724078326989718246e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.435802469135802539e+01 8.300000000000000000e+01 1.920150617283950423e+00 1.015267834498613103e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.449382716049382758e+01 2.400000000000000000e+01 8.325447530864198420e-01 1.394833866014937307e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.682716049382716150e+01 9.400000000000000000e+01 2.740983086419752635e+00 4.918468647842117597e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.569135802469136109e+01 1.860000000000000000e+02 2.959296296296296536e+00 9.652393031280348534e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.180246913580246826e+01 1.810000000000000000e+02 2.685339506172839563e+00 1.543310123757953012e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.530864197530863891e+00 2.400000000000000000e+01 1.354750864197530769e+00 5.078255701647560461e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.429629629629629761e+01 1.590000000000000000e+02 2.779475802469135726e+00 9.880961338534542671e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.912345679012345556e+01 1.160000000000000000e+02 1.957376543209876640e+00 1.600011997349379544e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.896296296296296191e+01 1.810000000000000000e+02 2.986092592592592521e+00 5.081346273916996503e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.432098765432098730e+01 8.000000000000000000e+01 1.892875061728394925e+00 1.028699589582312418e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.634567901234568055e+01 3.200000000000000000e+01 9.387909497530865233e-01 1.401839531144813134e-01 0.000000000000000000e+00 0.000000000000000000e+00
