speed speed2
1.277984998499849187e-02 2.805858343337326501e-03
-3.007900790078463791e-04 1.331732693076584156e-03
3.221563756375631776e-02 2.209504601840723767e-02
6.182818281828154211e-03 -5.762304921968851952e-04
3.628282828282832113e-03 4.115246098439699456e-03
8.447244724473820365e-04 -1.657302921168102988e-03
2.660266026597896301e-05 4.065626250487373248e-05
3.955875587558855058e-03 5.072428971588572970e-03
2.950215021502333723e-03 2.305882352940913024e-03
3.300730073002834880e-04 1.091956782713537043e-03
7.744774477481131407e-05 1.373349339732874862e-04
6.932693269329119959e-04 1.488595438176387807e-04
6.796879687968960040e-03 9.778631452580734476e-03
2.367972797279731603e-02 2.157791116446568930e-02
-1.748174817474723076e-05 1.341336534617962415e-04
1.516831683168263015e-03 -7.916766706679488575e-04
4.021242124212461022e-03 1.477070828330889589e-03
1.926632663266362577e-03 -3.971508603441582623e-03
-1.062666266626642510e-03 -3.761504601845399513e-04
1.144834483448111144e-03 3.562705082032242322e-03
2.571326332633265890e-02 3.598815526210479704e-02
1.620682068206547206e-03 2.364145658262822077e-03
4.391759175917655730e-03 6.165666266505136304e-04
1.439943994399573053e-03 1.013205282112233842e-03
-3.930393039299152815e-04 -6.376950780315734707e-04
5.149714971497206147e-03 6.317727090836037888e-03
1.467106710671222747e-03 1.802320928362732063e-04
2.547094709471189877e-03 2.731652661063882232e-03
4.422522252225385454e-03 1.061320528211282671e-02
-1.189318931894016353e-04 1.630732292915637680e-03
-1.682968296832711586e-04 -1.597759103642019908e-03
1.750287428742869703e-02 2.000989195678263763e-02
1.118107810781075045e-02 4.994317727090479692e-03
-7.277127712773177708e-04 -2.561024409923571150e-05
6.289428942896712433e-04 -2.336934773940928174e-05
1.870673067306732884e-02 2.343881552621010066e-03
-9.283728372837602360e-04 4.584233693479428670e-04
4.462633063306332276e-02 2.318136854741892003e-02
-3.806380638061289292e-04 2.023209283713104376e-04
-1.168916891689314496e-03 -1.030812324930218890e-03
1.434903490349141676e-03 1.282753101240350279e-03
6.384278427842753588e-03 4.193677470958309173e-05
4.848884888487767762e-04 1.787915166066531567e-03
-1.780978097810125135e-03 -2.859063625451311631e-03
-4.272427242726005393e-04 4.865946378570282471e-05
-7.527152715269015953e-04 1.139655862342968759e-04
3.359535953595918240e-03 2.599119647858740608e-03
-7.880788078803528651e-05 4.801920768249034804e-05
-1.688168816880124127e-04 -4.977991196479162987e-04
3.907422742274228172e-02 4.494146458583435366e-02
-9.868586858686110002e-04 -6.018407362952740702e-04
3.288888888888871157e-03 2.813925570227702403e-03
4.765476547654893917e-03 -3.594717887154999080e-03
1.013615761576160471e-02 1.154980392156865383e-02
1.633523352334973486e-03 3.057222889153640428e-04
3.289168916891700451e-03 -1.765506202481138430e-03
-4.448444844489180591e-05 5.954381752720472830e-05
2.031435543554354836e-02 8.975622248899455674e-03
7.802860286028742362e-03 1.283009203681388134e-02
2.281078507850787737e-02 3.554080832332934259e-02
4.440444044404301405e-03 3.911004401759996842e-03
5.894589458946592093e-04 2.142937174869843572e-03
1.100308430843086743e-02 2.246024809923971924e-02
1.541754175417921072e-03 7.852741096438026940e-04
5.398659865986729471e-03 1.218279311724701844e-02
-1.325092509250908089e-03 -1.317006802721395553e-03
4.932173217321666504e-03 3.400400160063906611e-03
-1.587838783877958690e-03 -5.288515406168576996e-04
6.391999199919758470e-03 3.720208083233016855e-03
2.616581658165939919e-03 3.220168067226460758e-03
1.049504950495018995e-03 -5.957262905162174875e-03
6.779077907790666963e-03 6.450260104041261912e-03
6.211101110111181579e-03 1.732212885153737100e-03
6.513851385136263349e-04 -1.325330132064908865e-04
5.494749474947462596e-03 8.453301320528227095e-03
9.220522052206721894e-04 -4.897959183799556969e-05
7.284568456845733932e-03 2.164065626250507787e-03
4.375477547754717464e-03 3.863305322128947252e-03
1.808580858085827390e-03 2.355182072828917745e-03
5.979197919792338979e-03 3.902360944377637839e-03
1.064026402640317172e-03 3.017206882753282072e-03
2.183498349835164606e-03 9.692517006802328985e-03
8.015721572157208721e-03 1.576086434573831241e-02
5.200520055017193946e-07 6.562625050040355368e-05
2.319292729272930814e-02 2.027751900760297113e-02
7.240004000400150803e-03 6.253701480591814139e-03
5.106110611061019568e-04 3.876750700272945955e-04
1.507390739074131051e-03 1.377831132452571848e-03
-6.605860586059168933e-04 7.817527010795856943e-04
3.291209120912117359e-03 1.906042416966476690e-03
5.865786578660579960e-04 1.679391756702198427e-03
7.306330633066068737e-04 1.650580232093639245e-03
3.331173117311420767e-03 3.417687074829555728e-03
-8.173617361743300020e-04 5.090036014357579320e-05
2.196139613961426568e-03 1.991740696278513495e-02
-1.388138813879612261e-05 -2.738055222089118886e-03
-2.936293629353538661e-05 2.112845137964697916e-05
2.929634163416338158e-02 3.753478991596634340e-02
3.568516851685026199e-03 1.197278911564505490e-03
-6.412241224119127718e-04 1.920768307316867712e-05
-3.212321232129796447e-05 -9.469387755110144885e-04
4.506450645061544388e-04 1.554861944777572846e-03
3.145114511452599959e-04 2.048819527750292614e-05
1.800620062006418401e-03 2.323169267707002762e-03
3.901470147014618126e-03 -5.966226490596282170e-03
-8.508850885083594779e-05 1.696038415364969822e-03
2.335233523352426861e-03 9.565426170466508667e-04
2.868286828693593647e-05 7.458983593351115992e-05
-5.928592859289799524e-05 1.323729491796375593e-03
9.690569056907191855e-04 8.403361344535042240e-04
1.730807080708072349e-02 1.635652661064412525e-02
9.377737773778818285e-04 3.703881552616184272e-04
8.381638163817601043e-04 6.229691876748889943e-04
-1.668166816657208078e-05 6.402561006139642397e-07
2.520092009200851704e-03 3.969587835063372733e-05
2.049804980495770635e-04 8.134453781506599708e-04
7.755175517554039341e-04 2.064825930363658839e-04
3.439213921392140355e-02 4.877131652661069461e-02
1.881868186818625322e-03 3.374469787915249704e-03
-2.240224022416855681e-06 2.488355342136766221e-03
1.243956395639549822e-02 9.414645858343098986e-03
-2.201860186018448403e-03 -5.511004401761630811e-03
-1.761256125612512468e-03 -4.360144057623035509e-03
1.173382138213822576e-02 2.169133253301318287e-02
7.681528152815350619e-03 9.248819527811064090e-03
1.961516151615261966e-03 8.192076830728835940e-04
-5.592959295929908177e-04 1.683553421367655787e-03
1.861838183818381731e-02 1.474605842336909264e-02
7.066306630663187968e-03 3.902360944377678172e-03
4.412161216121632257e-03 3.793837535013571197e-03
1.395747974797479155e-02 2.228110444177675703e-02
2.915531553155862980e-03 5.682593037213972027e-03
7.026822682268291619e-03 8.095718287314885436e-03
1.443984398439795850e-03 2.319647859143529958e-03
2.229942994299596165e-03 3.057863145257858333e-03
3.396339634026185241e-05 1.491796718674767632e-04
1.805773377337734770e-02 2.470223289315726448e-02
-7.190719071908639346e-04 7.266906762654796201e-05
3.283578757875787318e-02 4.695490996398556799e-02
7.532593259325925938e-03 5.629451780711856868e-03
-2.472247224723874066e-04 -2.304921968773709004e-05
2.742341034103407127e-02 3.525714285714263291e-02
