cl_diff|stiffness|viscosity|cl_number|time_step|nb_steps|nb_frames|occup|overlap_length
0.032|150|0.01|493|1e-05|1500000|100|0.35|11.2732002527
0.032|150|0.01|197|1e-05|1500000|100|0.35|4.5123350804
0.032|150|0.01|105|1e-05|1500000|100|0.35|2.42114498925
0.032|150|0.01|421|1e-05|1500000|100|0.35|9.63258079249
0.032|150|0.01|416|1e-05|1500000|100|0.35|9.52873084374
0.032|150|0.01|220|1e-05|1500000|100|0.35|5.04795747457
0.032|150|0.01|154|1e-05|1500000|100|0.35|3.54025015105
0.032|150|0.01|484|1e-05|1500000|100|0.35|11.0675474337
0.032|150|0.01|409|1e-05|1500000|100|0.35|9.35473693702
0.032|150|0.01|39|1e-05|1500000|100|0.35|0.903292469073
0.032|150|0.01|284|1e-05|1500000|100|0.35|6.50832936601
0.032|150|0.01|112|1e-05|1500000|100|0.35|2.56621441905
0.032|150|0.01|489|1e-05|1500000|100|0.35|11.191442478
0.032|150|0.01|604|1e-05|1500000|100|0.35|13.8131409308
0.032|150|0.01|223|1e-05|1500000|100|0.35|5.11010468197
0.032|150|0.01|519|1e-05|1500000|100|0.35|11.8689361522
0.032|150|0.01|537|1e-05|1500000|100|0.35|12.2873403596
0.032|150|0.01|191|1e-05|1500000|100|0.35|4.36665293169
0.032|150|0.01|461|1e-05|1500000|100|0.35|10.5418487201
0.032|150|0.01|473|1e-05|1500000|100|0.35|10.8140035203
0.032|150|0.01|78|1e-05|1500000|100|0.35|1.79354620531
0.032|150|0.01|218|1e-05|1500000|100|0.35|4.98585342346
0.032|150|0.01|635|1e-05|1500000|100|0.35|14.5282777561
0.032|150|0.01|624|1e-05|1500000|100|0.35|14.271975703
0.032|150|0.01|48|1e-05|1500000|100|0.35|1.09966809055
0.032|150|0.01|391|1e-05|1500000|100|0.35|8.95469040407
0.032|150|0.01|38|1e-05|1500000|100|0.35|0.882214443566
0.032|150|0.01|563|1e-05|1500000|100|0.35|12.8726772955
0.032|150|0.01|246|1e-05|1500000|100|0.35|5.62378578199
0.032|150|0.01|552|1e-05|1500000|100|0.35|12.6226035061
0.032|150|0.01|246|1e-05|1500000|100|0.35|5.62500312938
0.032|150|0.01|396|1e-05|1500000|100|0.35|9.0532915033
0.032|150|0.01|593|1e-05|1500000|100|0.35|13.565537015
0.032|150|0.01|573|1e-05|1500000|100|0.35|13.1116171241
0.032|150|0.01|524|1e-05|1500000|100|0.35|11.978482615
0.032|150|0.01|491|1e-05|1500000|100|0.35|11.2337652664
0.032|150|0.01|329|1e-05|1500000|100|0.35|7.52153464845
0.032|150|0.01|479|1e-05|1500000|100|0.35|10.9591020026
0.032|150|0.01|42|1e-05|1500000|100|0.35|0.962812353363
0.032|150|0.01|488|1e-05|1500000|100|0.35|11.1708754768
0.032|150|0.01|498|1e-05|1500000|100|0.35|11.4003660668
0.032|150|0.01|197|1e-05|1500000|100|0.35|4.50654265899
0.032|150|0.01|83|1e-05|1500000|100|0.35|1.9028835257
0.032|150|0.01|389|1e-05|1500000|100|0.35|8.91290913053
0.032|150|0.01|202|1e-05|1500000|100|0.35|4.61714801699
0.032|150|0.01|577|1e-05|1500000|100|0.35|13.2001109097
0.032|150|0.01|72|1e-05|1500000|100|0.35|1.65061322616
0.032|150|0.01|340|1e-05|1500000|100|0.35|7.78242972332
0.032|150|0.01|30|1e-05|1500000|100|0.35|0.693397396651
0.032|150|0.01|338|1e-05|1500000|100|0.35|7.73835636748
0.032|150|0.01|365|1e-05|1500000|100|0.35|8.34618606444
0.032|150|0.01|65|1e-05|1500000|100|0.35|1.48964669
0.032|150|0.01|536|1e-05|1500000|100|0.35|12.2552308063
0.032|150|0.01|347|1e-05|1500000|100|0.35|7.94265072384
0.032|150|0.01|464|1e-05|1500000|100|0.35|10.6228396703
0.032|150|0.01|254|1e-05|1500000|100|0.35|5.82246606611
0.032|150|0.01|468|1e-05|1500000|100|0.35|10.7012702188
0.032|150|0.01|324|1e-05|1500000|100|0.35|7.40650861407
0.032|150|0.01|421|1e-05|1500000|100|0.35|9.63857248737
0.032|150|0.01|140|1e-05|1500000|100|0.35|3.20960320417
0.032|150|0.01|226|1e-05|1500000|100|0.35|5.17579345706
0.032|150|0.01|209|1e-05|1500000|100|0.35|4.79814940881
0.032|150|0.01|647|1e-05|1500000|100|0.35|14.7952202641
0.032|150|0.01|132|1e-05|1500000|100|0.35|3.02706011708
0.032|150|0.01|559|1e-05|1500000|100|0.35|12.7951108372
0.032|150|0.01|235|1e-05|1500000|100|0.35|5.38772665854
0.032|150|0.01|479|1e-05|1500000|100|0.35|10.9569502663
0.032|150|0.01|194|1e-05|1500000|100|0.35|4.44717288557
0.032|150|0.01|362|1e-05|1500000|100|0.35|8.29696088
0.032|150|0.01|596|1e-05|1500000|100|0.35|13.6265480494
0.032|150|0.01|342|1e-05|1500000|100|0.35|7.83950942491
0.032|150|0.01|129|1e-05|1500000|100|0.35|2.95212055409
0.032|150|0.01|611|1e-05|1500000|100|0.35|13.9754462269
0.032|150|0.01|64|1e-05|1500000|100|0.35|1.46832875718
0.032|150|0.01|215|1e-05|1500000|100|0.35|4.92124070853
0.032|150|0.01|494|1e-05|1500000|100|0.35|11.3060373928
0.032|150|0.01|438|1e-05|1500000|100|0.35|10.032216415
0.032|150|0.01|294|1e-05|1500000|100|0.35|6.72896505801
0.032|150|0.01|308|1e-05|1500000|100|0.35|7.05988549463
0.032|150|0.01|569|1e-05|1500000|100|0.35|13.0181462823
0.032|150|0.01|605|1e-05|1500000|100|0.35|13.8385381577
0.032|150|0.01|422|1e-05|1500000|100|0.35|9.65262161103
0.032|150|0.01|617|1e-05|1500000|100|0.35|14.1161192395
0.032|150|0.01|215|1e-05|1500000|100|0.35|4.92839886236
0.032|150|0.01|359|1e-05|1500000|100|0.35|8.21836723779
0.032|150|0.01|650|1e-05|1500000|100|0.35|14.8627902157
0.032|150|0.01|41|1e-05|1500000|100|0.35|0.943100551513
0.032|150|0.01|266|1e-05|1500000|100|0.35|6.09091210548
0.032|150|0.01|561|1e-05|1500000|100|0.35|12.842125521
0.032|150|0.01|482|1e-05|1500000|100|0.35|11.027141353
0.032|150|0.01|630|1e-05|1500000|100|0.35|14.4181551434
0.032|150|0.01|373|1e-05|1500000|100|0.35|8.5370444629
0.032|150|0.01|633|1e-05|1500000|100|0.35|14.4836115591
0.032|150|0.01|185|1e-05|1500000|100|0.35|4.24017291447
0.032|150|0.01|520|1e-05|1500000|100|0.35|11.9002335569
0.032|150|0.01|214|1e-05|1500000|100|0.35|4.90151100889
0.032|150|0.01|619|1e-05|1500000|100|0.35|14.169461102
0.032|150|0.01|315|1e-05|1500000|100|0.35|7.21456499033
0.032|150|0.01|399|1e-05|1500000|100|0.35|9.12937805997
0.032|150|0.01|52|1e-05|1500000|100|0.35|1.2075127846
0.032|150|0.01|636|1e-05|1500000|100|0.35|14.5487879609
0.032|150|0.01|464|1e-05|1500000|100|0.35|10.6085922552
0.032|150|0.01|612|1e-05|1500000|100|0.35|14.006872042
0.032|150|0.01|411|1e-05|1500000|100|0.35|9.40081728977
0.032|150|0.01|597|1e-05|1500000|100|0.35|13.658039844
0.032|150|0.01|576|1e-05|1500000|100|0.35|13.1711502595
0.032|150|0.01|37|1e-05|1500000|100|0.35|0.85117957678
0.032|150|0.01|307|1e-05|1500000|100|0.35|7.03782069793
0.032|150|0.01|380|1e-05|1500000|100|0.35|8.70120171501
0.032|150|0.01|189|1e-05|1500000|100|0.35|4.32781309328
0.032|150|0.01|471|1e-05|1500000|100|0.35|10.7736571541
0.032|150|0.01|189|1e-05|1500000|100|0.35|4.32450130531
0.032|150|0.01|73|1e-05|1500000|100|0.35|1.66928888953
0.032|150|0.01|196|1e-05|1500000|100|0.35|4.4814156022
0.032|150|0.01|268|1e-05|1500000|100|0.35|6.12986335365
0.032|150|0.01|490|1e-05|1500000|100|0.35|11.2114038358
0.032|150|0.01|109|1e-05|1500000|100|0.35|2.50369855814
0.032|150|0.01|273|1e-05|1500000|100|0.35|6.25745031138
0.032|150|0.01|307|1e-05|1500000|100|0.35|7.0358174829
0.032|150|0.01|55|1e-05|1500000|100|0.35|1.27803668673
0.032|150|0.01|404|1e-05|1500000|100|0.35|9.24966866099
0.032|150|0.01|111|1e-05|1500000|100|0.35|2.55124529
0.032|150|0.01|574|1e-05|1500000|100|0.35|13.1227691038
0.032|150|0.01|368|1e-05|1500000|100|0.35|8.4181432507
0.032|150|0.01|642|1e-05|1500000|100|0.35|14.6968424475
0.032|150|0.01|67|1e-05|1500000|100|0.35|1.55353507959
0.032|150|0.01|551|1e-05|1500000|100|0.35|12.6028579222
0.032|150|0.01|38|1e-05|1500000|100|0.35|0.881166066591
0.032|150|0.01|242|1e-05|1500000|100|0.35|5.54801198618
0.032|150|0.01|483|1e-05|1500000|100|0.35|11.0445368334
0.032|150|0.01|72|1e-05|1500000|100|0.35|1.6657427689
