speed bound_cls bound_mts
8.313245257452574200e-02 9.600000000000000000e+01 2.387901234567901270e+02
2.504957091237581396e-02 2.063456790123456699e+02 6.000000000000000000e+01
4.226213866305327665e-02 2.079876543209876445e+02 1.200000000000000000e+02
5.984168925022590596e-02 2.064938271604938222e+02 2.400000000000000000e+02
4.680527326106596192e-02 1.212716049382716079e+02 6.000000000000000000e+01
6.550773486901534381e-02 1.188641975308642031e+02 1.199753086419753032e+02
7.910066621499543815e-02 1.195308641975308603e+02 2.400000000000000000e+02
3.407254968383018057e-02 1.599259259259259238e+02 5.970370370370370239e+01
5.159598012646795379e-02 1.713456790123456699e+02 1.199382716049382651e+02
6.816395663956645312e-02 1.726790123456790127e+02 2.397530864197530889e+02
5.135670731707344186e-03 3.141851851851851620e+02 6.000000000000000000e+01
1.617942637759711699e-02 2.988888888888889142e+02 1.200000000000000000e+02
3.380877371273713350e-02 2.919259259259259238e+02 2.400000000000000000e+02
6.244760614272810983e-02 7.566666666666667140e+01 6.000000000000000000e+01
7.829206187895208779e-02 6.928395061728394921e+01 1.183703703703703667e+02
8.763228319783200604e-02 7.156790123456789843e+01 2.393456790123456699e+02
3.600694444444447334e-02 1.596296296296296191e+02 6.000000000000000000e+01
5.416875564588981978e-02 1.582469135802469111e+02 1.196790123456790127e+02
7.097820686540201596e-02 1.607037037037036953e+02 2.399629629629629619e+02
3.892186088527548743e-02 1.527407407407407334e+02 6.000000000000000000e+01
5.656950090334238179e-02 1.541481481481481524e+02 1.200000000000000000e+02
7.259005194218610957e-02 1.527160493827160508e+02 2.393209876543209873e+02
