cl_diff|stiffness|viscosity|cl_number|time_step|nb_steps|nb_frames|occup|overlap_length
0.05|300|0.01|33|1e-05|1500000|100|0.1|2.67273304813
0.05|300|0.01|121|1e-05|1500000|100|0.1|9.68601171231
0.05|300|0.01|136|1e-05|1500000|100|0.1|10.9491546866
0.05|300|0.01|177|1e-05|1500000|100|0.1|14.2398173659
0.05|300|0.01|125|1e-05|1500000|100|0.1|10.0589850447
0.05|300|0.01|10|1e-05|1500000|100|0.1|0.830831616949
0.05|300|0.01|75|1e-05|1500000|100|0.1|6.07624924206
0.05|300|0.01|102|1e-05|1500000|100|0.1|8.18871444448
0.05|300|0.01|32|1e-05|1500000|100|0.1|2.56385504181
0.05|300|0.01|49|1e-05|1500000|100|0.1|3.92151102174
0.05|300|0.01|70|1e-05|1500000|100|0.1|5.63165843348
0.05|300|0.01|180|1e-05|1500000|100|0.1|14.4065104014
0.05|300|0.01|156|1e-05|1500000|100|0.1|12.4967013999
0.05|300|0.01|96|1e-05|1500000|100|0.1|7.70508261023
0.05|300|0.01|58|1e-05|1500000|100|0.1|4.64001450858
0.05|300|0.01|53|1e-05|1500000|100|0.1|4.28222651783
0.05|300|0.01|70|1e-05|1500000|100|0.1|5.62377485332
0.05|300|0.01|163|1e-05|1500000|100|0.1|13.0620191281
0.05|300|0.01|15|1e-05|1500000|100|0.1|1.21848016492
0.05|300|0.01|77|1e-05|1500000|100|0.1|6.20221504878
0.05|300|0.01|155|1e-05|1500000|100|0.1|12.4541506491
0.05|300|0.01|109|1e-05|1500000|100|0.1|8.72435034552
0.05|300|0.01|41|1e-05|1500000|100|0.1|3.33626124527
0.05|300|0.01|163|1e-05|1500000|100|0.1|13.118223935
0.05|300|0.01|47|1e-05|1500000|100|0.1|3.77266259417
0.05|300|0.01|138|1e-05|1500000|100|0.1|11.0593098677
0.05|300|0.01|185|1e-05|1500000|100|0.1|14.8531787717
0.05|300|0.01|130|1e-05|1500000|100|0.1|10.4788960859
0.05|300|0.01|72|1e-05|1500000|100|0.1|5.80685499486
0.05|300|0.01|163|1e-05|1500000|100|0.1|13.0762101571
0.05|300|0.01|26|1e-05|1500000|100|0.1|2.12032519376
0.05|300|0.01|94|1e-05|1500000|100|0.1|7.53623770644
0.05|300|0.01|29|1e-05|1500000|100|0.1|2.37818313518
0.05|300|0.01|72|1e-05|1500000|100|0.1|5.77573405622
0.05|300|0.01|39|1e-05|1500000|100|0.1|3.19483576352
0.05|300|0.01|62|1e-05|1500000|100|0.1|4.98858021189
0.05|300|0.01|87|1e-05|1500000|100|0.1|7.01923019959
0.05|300|0.01|129|1e-05|1500000|100|0.1|10.3600948764
0.05|300|0.01|9|1e-05|1500000|100|0.1|0.737740376686
0.05|300|0.01|48|1e-05|1500000|100|0.1|3.85594190184
0.05|300|0.01|38|1e-05|1500000|100|0.1|3.10775206668
0.05|300|0.01|183|1e-05|1500000|100|0.1|14.6928079151
0.05|300|0.01|52|1e-05|1500000|100|0.1|4.20014901885
0.05|300|0.01|70|1e-05|1500000|100|0.1|5.63445395452
0.05|300|0.01|145|1e-05|1500000|100|0.1|11.6326129657
0.05|300|0.01|146|1e-05|1500000|100|0.1|11.7163125942
0.05|300|0.01|35|1e-05|1500000|100|0.1|2.85993411923
0.05|300|0.01|24|1e-05|1500000|100|0.1|1.97323503438
0.05|300|0.01|75|1e-05|1500000|100|0.1|6.02293969482
0.05|300|0.01|165|1e-05|1500000|100|0.1|13.2069873493
0.05|300|0.01|63|1e-05|1500000|100|0.1|5.0683303851
0.05|300|0.01|139|1e-05|1500000|100|0.1|11.1225526073
0.05|300|0.01|122|1e-05|1500000|100|0.1|9.76874818816
0.05|300|0.01|128|1e-05|1500000|100|0.1|10.3160338734
0.05|300|0.01|165|1e-05|1500000|100|0.1|13.2624502211
0.05|300|0.01|24|1e-05|1500000|100|0.1|1.96844163989
0.05|300|0.01|116|1e-05|1500000|100|0.1|9.28835402107
0.05|300|0.01|183|1e-05|1500000|100|0.1|14.6910565629
0.05|300|0.01|97|1e-05|1500000|100|0.1|7.76947246214
0.05|300|0.01|107|1e-05|1500000|100|0.1|8.5608947995
0.05|300|0.01|76|1e-05|1500000|100|0.1|6.13713366579
0.05|300|0.01|137|1e-05|1500000|100|0.1|10.9710597826
0.05|300|0.01|38|1e-05|1500000|100|0.1|3.0837063799
0.05|300|0.01|85|1e-05|1500000|100|0.1|6.86478800791
0.05|300|0.01|20|1e-05|1500000|100|0.1|1.63235931122
0.05|300|0.01|181|1e-05|1500000|100|0.1|14.480196513
0.05|300|0.01|83|1e-05|1500000|100|0.1|6.65419669077
0.05|300|0.01|121|1e-05|1500000|100|0.1|9.68279629926
0.05|300|0.01|10|1e-05|1500000|100|0.1|0.807955657406
0.05|300|0.01|26|1e-05|1500000|100|0.1|2.10410235957
0.05|300|0.01|154|1e-05|1500000|100|0.1|12.3252881277
0.05|300|0.01|92|1e-05|1500000|100|0.1|7.42088848921
0.05|300|0.01|60|1e-05|1500000|100|0.1|4.84584687862
0.05|300|0.01|117|1e-05|1500000|100|0.1|9.432195643
0.05|300|0.01|62|1e-05|1500000|100|0.1|4.96142016366
0.05|300|0.01|144|1e-05|1500000|100|0.1|11.59651115
0.05|300|0.01|81|1e-05|1500000|100|0.1|6.50894073744
0.05|300|0.01|17|1e-05|1500000|100|0.1|1.4009599689
0.05|300|0.01|13|1e-05|1500000|100|0.1|1.0861202476
0.05|300|0.01|100|1e-05|1500000|100|0.1|8.02365380288
0.05|300|0.01|145|1e-05|1500000|100|0.1|11.6268995773
0.05|300|0.01|168|1e-05|1500000|100|0.1|13.4580125617
0.05|300|0.01|63|1e-05|1500000|100|0.1|5.07686927141
0.05|300|0.01|157|1e-05|1500000|100|0.1|12.5857995457
0.05|300|0.01|39|1e-05|1500000|100|0.1|3.16864048228
0.05|300|0.01|67|1e-05|1500000|100|0.1|5.38008031705
0.05|300|0.01|172|1e-05|1500000|100|0.1|13.8284396214
0.05|300|0.01|99|1e-05|1500000|100|0.1|7.9911153814
0.05|300|0.01|94|1e-05|1500000|100|0.1|7.56488141418
0.05|300|0.01|58|1e-05|1500000|100|0.1|4.6742873087
0.05|300|0.01|90|1e-05|1500000|100|0.1|7.24774703997
0.05|300|0.01|148|1e-05|1500000|100|0.1|11.8571567451
0.05|300|0.01|44|1e-05|1500000|100|0.1|3.54876281315
0.05|300|0.01|160|1e-05|1500000|100|0.1|12.8389434139
0.05|300|0.01|100|1e-05|1500000|100|0.1|8.01325893089
0.05|300|0.01|111|1e-05|1500000|100|0.1|8.95575451074
0.05|300|0.01|162|1e-05|1500000|100|0.1|12.9745088166
0.05|300|0.01|135|1e-05|1500000|100|0.1|10.8603791968
0.05|300|0.01|7|1e-05|1500000|100|0.1|0.609413885664
0.05|300|0.01|85|1e-05|1500000|100|0.1|6.85789385739
0.05|300|0.01|139|1e-05|1500000|100|0.1|11.1660437648
0.05|300|0.01|171|1e-05|1500000|100|0.1|13.7472654594
0.05|300|0.01|124|1e-05|1500000|100|0.1|9.94375657928
0.05|300|0.01|129|1e-05|1500000|100|0.1|10.3483637496
0.05|300|0.01|18|1e-05|1500000|100|0.1|1.45021316505
0.05|300|0.01|118|1e-05|1500000|100|0.1|9.5068519135
0.05|300|0.01|183|1e-05|1500000|100|0.1|14.6564236406
0.05|300|0.01|107|1e-05|1500000|100|0.1|8.62844334072
0.05|300|0.01|14|1e-05|1500000|100|0.1|1.16783338697
0.05|300|0.01|37|1e-05|1500000|100|0.1|2.99246200464
0.05|300|0.01|6|1e-05|1500000|100|0.1|0.502917958904
0.05|300|0.01|167|1e-05|1500000|100|0.1|13.403741031
0.05|300|0.01|133|1e-05|1500000|100|0.1|10.699256845
0.05|300|0.01|133|1e-05|1500000|100|0.1|10.7043379753
0.05|300|0.01|158|1e-05|1500000|100|0.1|12.6864861658
0.05|300|0.01|31|1e-05|1500000|100|0.1|2.54651789072
0.05|300|0.01|68|1e-05|1500000|100|0.1|5.50340063681
0.05|300|0.01|186|1e-05|1500000|100|0.1|14.9518865771
0.05|300|0.01|169|1e-05|1500000|100|0.1|13.5480894472
0.05|300|0.01|62|1e-05|1500000|100|0.1|4.98097379926
0.05|300|0.01|132|1e-05|1500000|100|0.1|10.6236878516
0.05|300|0.01|146|1e-05|1500000|100|0.1|11.7243970519
0.05|300|0.01|34|1e-05|1500000|100|0.1|2.7293091927
0.05|300|0.01|127|1e-05|1500000|100|0.1|10.2263516098
0.05|300|0.01|101|1e-05|1500000|100|0.1|8.095990124
0.05|300|0.01|111|1e-05|1500000|100|0.1|8.8896287784
0.05|300|0.01|18|1e-05|1500000|100|0.1|1.45952123959
0.05|300|0.01|68|1e-05|1500000|100|0.1|5.44118296711
0.05|300|0.01|113|1e-05|1500000|100|0.1|9.08153760617
0.05|300|0.01|102|1e-05|1500000|100|0.1|8.21856828688
0.05|300|0.01|28|1e-05|1500000|100|0.1|2.29028295814
0.05|300|0.01|23|1e-05|1500000|100|0.1|1.89917124821
0.05|300|0.01|106|1e-05|1500000|100|0.1|8.54284630547
0.05|300|0.01|109|1e-05|1500000|100|0.1|8.79854957232
0.05|300|0.01|67|1e-05|1500000|100|0.1|5.41526347291
0.05|300|0.01|65|1e-05|1500000|100|0.1|5.23423274487
0.05|300|0.01|7|1e-05|1500000|100|0.1|0.62474416701
0.05|300|0.01|9|1e-05|1500000|100|0.1|0.726747370059
0.05|300|0.01|87|1e-05|1500000|100|0.1|6.98906394695
0.05|300|0.01|7|1e-05|1500000|100|0.1|0.59437939509
0.05|300|0.01|145|1e-05|1500000|100|0.1|11.6791341502
0.05|300|0.01|102|1e-05|1500000|100|0.1|8.18024495257
0.05|300|0.01|76|1e-05|1500000|100|0.1|6.10839724416
0.05|300|0.01|27|1e-05|1500000|100|0.1|2.19560989508
0.05|300|0.01|69|1e-05|1500000|100|0.1|5.55935430528
0.05|300|0.01|84|1e-05|1500000|100|0.1|6.78971536295
0.05|300|0.01|99|1e-05|1500000|100|0.1|7.99949396433
0.05|300|0.01|122|1e-05|1500000|100|0.1|9.8154684888
0.05|300|0.01|80|1e-05|1500000|100|0.1|6.46245762755
0.05|300|0.01|130|1e-05|1500000|100|0.1|10.4388974018
0.05|300|0.01|154|1e-05|1500000|100|0.1|12.3660504127
0.05|300|0.01|143|1e-05|1500000|100|0.1|11.4678847549
0.05|300|0.01|63|1e-05|1500000|100|0.1|5.10915611341
0.05|300|0.01|172|1e-05|1500000|100|0.1|13.7778159215
0.05|300|0.01|26|1e-05|1500000|100|0.1|2.09373880821
0.05|300|0.01|113|1e-05|1500000|100|0.1|9.04758800317
0.05|300|0.01|8|1e-05|1500000|100|0.1|0.71345510296
0.05|300|0.01|144|1e-05|1500000|100|0.1|11.5673779162
0.05|300|0.01|101|1e-05|1500000|100|0.1|8.10839494174
