stall_force|mt_speed|mt_diff|cl_diff|viscosity|mt_number|cl_number|fiber_length|time_step|nb_steps|nb_frames
6|0.2|0.1|0.1|0.1|200|73|3.0|1e-05|4000000|100
6|0.2|0.1|0.1|0.1|300|74|3.0|1e-05|4000000|100
6|0.2|0.1|0.1|0.1|100|94|3.0|1e-05|4000000|100
6|0.2|0.1|0.1|0.1|200|174|3.0|1e-05|4000000|100
6|0.2|0.1|0.1|0.1|300|133|3.0|1e-05|4000000|100
6|0.2|0.1|0.1|0.1|100|148|3.0|1e-05|4000000|100
6|0.2|0.1|0.1|0.1|200|4|3.0|1e-05|4000000|100
6|0.2|0.1|0.1|0.1|300|182|3.0|1e-05|4000000|100
6|0.2|0.1|0.1|0.1|100|201|3.0|1e-05|4000000|100
6|0.2|0.1|0.1|0.1|200|77|3.0|1e-05|4000000|100
6|0.2|0.1|0.1|0.1|300|235|3.0|1e-05|4000000|100
6|0.2|0.1|0.1|0.1|100|289|3.0|1e-05|4000000|100
6|0.2|0.1|0.1|0.1|200|212|3.0|1e-05|4000000|100
6|0.2|0.1|0.1|0.1|300|291|3.0|1e-05|4000000|100
6|0.2|0.1|0.1|0.1|100|121|3.0|1e-05|4000000|100
6|0.2|0.1|0.1|0.1|200|103|3.0|1e-05|4000000|100
6|0.2|0.1|0.1|0.1|300|297|3.0|1e-05|4000000|100
