stifness|diffusion|length
163.878|0.0351633|10
169.796|0.0351633|10
175.714|0.0351633|10
181.633|0.0351633|10
187.551|0.0351633|10
193.469|0.0351633|10
199.388|0.0351633|10
205.306|0.0351633|10
211.224|0.0351633|10
217.143|0.0351633|10
223.061|0.0351633|10
228.98|0.0351633|10
234.898|0.0351633|10
240.816|0.0351633|10
246.735|0.0351633|10
252.653|0.0351633|10
258.571|0.0351633|10
264.49|0.0351633|10
270.408|0.0351633|10
276.327|0.0351633|10
282.245|0.0351633|10
288.163|0.0351633|10
294.082|0.0351633|10
300|0.0351633|10
10|0.0366735|10
15.9184|0.0366735|10
21.8367|0.0366735|10
27.7551|0.0366735|10
33.6735|0.0366735|10
39.5918|0.0366735|10
45.5102|0.0366735|10
51.4286|0.0366735|10
57.3469|0.0366735|10
63.2653|0.0366735|10
69.1837|0.0366735|10
75.102|0.0366735|10
81.0204|0.0366735|10
86.9388|0.0366735|10
92.8571|0.0366735|10
98.7755|0.0366735|10
104.694|0.0366735|10
110.612|0.0366735|10
116.531|0.0366735|10
122.449|0.0366735|10
128.367|0.0366735|10
134.286|0.0366735|10
140.204|0.0366735|10
146.122|0.0366735|10
152.041|0.0366735|10
157.959|0.0366735|10
163.878|0.0366735|10
169.796|0.0366735|10
175.714|0.0366735|10
181.633|0.0366735|10
187.551|0.0366735|10
193.469|0.0366735|10
199.388|0.0366735|10
205.306|0.0366735|10
211.224|0.0366735|10
217.143|0.0366735|10
223.061|0.0366735|10
228.98|0.0366735|10
234.898|0.0366735|10
240.816|0.0366735|10
246.735|0.0366735|10
252.653|0.0366735|10
258.571|0.0366735|10
264.49|0.0366735|10
270.408|0.0366735|10
276.327|0.0366735|10
282.245|0.0366735|10
288.163|0.0366735|10
294.082|0.0366735|10
300|0.0366735|10
10|0.0381837|10
15.9184|0.0381837|10
21.8367|0.0381837|10
27.7551|0.0381837|10
33.6735|0.0381837|10
39.5918|0.0381837|10
45.5102|0.0381837|10
51.4286|0.0381837|10
57.3469|0.0381837|10
63.2653|0.0381837|10
69.1837|0.0381837|10
75.102|0.0381837|10
81.0204|0.0381837|10
86.9388|0.0381837|10
92.8571|0.0381837|10
98.7755|0.0381837|10
104.694|0.0381837|10
110.612|0.0381837|10
116.531|0.0381837|10
122.449|0.0381837|10
128.367|0.0381837|10
134.286|0.0381837|10
140.204|0.0381837|10
146.122|0.0381837|10
152.041|0.0381837|10
157.959|0.0381837|10
163.878|0.0381837|10
169.796|0.0381837|10
175.714|0.0381837|10
181.633|0.0381837|10
187.551|0.0381837|10
193.469|0.0381837|10
199.388|0.0381837|10
205.306|0.0381837|10
211.224|0.0381837|10
217.143|0.0381837|10
223.061|0.0381837|10
228.98|0.0381837|10
234.898|0.0381837|10
240.816|0.0381837|10
246.735|0.0381837|10
252.653|0.0381837|10
258.571|0.0381837|10
264.49|0.0381837|10
270.408|0.0381837|10
276.327|0.0381837|10
282.245|0.0381837|10
288.163|0.0381837|10
294.082|0.0381837|10
300|0.0381837|10
10|0.0396939|10
15.9184|0.0396939|10
21.8367|0.0396939|10
27.7551|0.0396939|10
33.6735|0.0396939|10
39.5918|0.0396939|10
45.5102|0.0396939|10
51.4286|0.0396939|10
57.3469|0.0396939|10
63.2653|0.0396939|10
69.1837|0.0396939|10
75.102|0.0396939|10
81.0204|0.0396939|10
86.9388|0.0396939|10
92.8571|0.0396939|10
98.7755|0.0396939|10
104.694|0.0396939|10
110.612|0.0396939|10
116.531|0.0396939|10
122.449|0.0396939|10
128.367|0.0396939|10
134.286|0.0396939|10
140.204|0.0396939|10
146.122|0.0396939|10
152.041|0.0396939|10
157.959|0.0396939|10
163.878|0.0396939|10
169.796|0.0396939|10
175.714|0.0396939|10
181.633|0.0396939|10
187.551|0.0396939|10
193.469|0.0396939|10
199.388|0.0396939|10
205.306|0.0396939|10
211.224|0.0396939|10
217.143|0.0396939|10
223.061|0.0396939|10
228.98|0.0396939|10
234.898|0.0396939|10
240.816|0.0396939|10
246.735|0.0396939|10
252.653|0.0396939|10
258.571|0.0396939|10
264.49|0.0396939|10
270.408|0.0396939|10
276.327|0.0396939|10
282.245|0.0396939|10
288.163|0.0396939|10
294.082|0.0396939|10
300|0.0396939|10
10|0.0412041|10
15.9184|0.0412041|10
21.8367|0.0412041|10
27.7551|0.0412041|10
33.6735|0.0412041|10
39.5918|0.0412041|10
45.5102|0.0412041|10
51.4286|0.0412041|10
57.3469|0.0412041|10
63.2653|0.0412041|10
69.1837|0.0412041|10
75.102|0.0412041|10
81.0204|0.0412041|10
86.9388|0.0412041|10
92.8571|0.0412041|10
98.7755|0.0412041|10
104.694|0.0412041|10
110.612|0.0412041|10
116.531|0.0412041|10
122.449|0.0412041|10
128.367|0.0412041|10
134.286|0.0412041|10
140.204|0.0412041|10
146.122|0.0412041|10
152.041|0.0412041|10
157.959|0.0412041|10
163.878|0.0412041|10
169.796|0.0412041|10
175.714|0.0412041|10
181.633|0.0412041|10
187.551|0.0412041|10
193.469|0.0412041|10
199.388|0.0412041|10
205.306|0.0412041|10
211.224|0.0412041|10
217.143|0.0412041|10
223.061|0.0412041|10
228.98|0.0412041|10
234.898|0.0412041|10
240.816|0.0412041|10
246.735|0.0412041|10
252.653|0.0412041|10
258.571|0.0412041|10
264.49|0.0412041|10
270.408|0.0412041|10
276.327|0.0412041|10
282.245|0.0412041|10
288.163|0.0412041|10
294.082|0.0412041|10
300|0.0412041|10
10|0.0427143|10
15.9184|0.0427143|10
21.8367|0.0427143|10
27.7551|0.0427143|10
33.6735|0.0427143|10
39.5918|0.0427143|10
45.5102|0.0427143|10
51.4286|0.0427143|10
57.3469|0.0427143|10
63.2653|0.0427143|10
69.1837|0.0427143|10
75.102|0.0427143|10
81.0204|0.0427143|10
86.9388|0.0427143|10
92.8571|0.0427143|10
98.7755|0.0427143|10
104.694|0.0427143|10
110.612|0.0427143|10
116.531|0.0427143|10
122.449|0.0427143|10
128.367|0.0427143|10
134.286|0.0427143|10
140.204|0.0427143|10
146.122|0.0427143|10
152.041|0.0427143|10
157.959|0.0427143|10
163.878|0.0427143|10
169.796|0.0427143|10
175.714|0.0427143|10
181.633|0.0427143|10
187.551|0.0427143|10
193.469|0.0427143|10
199.388|0.0427143|10
205.306|0.0427143|10
211.224|0.0427143|10
217.143|0.0427143|10
223.061|0.0427143|10
228.98|0.0427143|10
234.898|0.0427143|10
240.816|0.0427143|10
246.735|0.0427143|10
252.653|0.0427143|10
258.571|0.0427143|10
264.49|0.0427143|10
270.408|0.0427143|10
276.327|0.0427143|10
282.245|0.0427143|10
288.163|0.0427143|10
294.082|0.0427143|10
300|0.0427143|10
10|0.0442245|10
15.9184|0.0442245|10
21.8367|0.0442245|10
27.7551|0.0442245|10
33.6735|0.0442245|10
39.5918|0.0442245|10
45.5102|0.0442245|10
51.4286|0.0442245|10
57.3469|0.0442245|10
63.2653|0.0442245|10
69.1837|0.0442245|10
75.102|0.0442245|10
81.0204|0.0442245|10
86.9388|0.0442245|10
92.8571|0.0442245|10
98.7755|0.0442245|10
104.694|0.0442245|10
110.612|0.0442245|10
116.531|0.0442245|10
122.449|0.0442245|10
128.367|0.0442245|10
134.286|0.0442245|10
140.204|0.0442245|10
146.122|0.0442245|10
152.041|0.0442245|10
157.959|0.0442245|10
163.878|0.0442245|10
169.796|0.0442245|10
175.714|0.0442245|10
181.633|0.0442245|10
187.551|0.0442245|10
193.469|0.0442245|10
199.388|0.0442245|10
205.306|0.0442245|10
211.224|0.0442245|10
217.143|0.0442245|10
223.061|0.0442245|10
228.98|0.0442245|10
234.898|0.0442245|10
240.816|0.0442245|10
246.735|0.0442245|10
252.653|0.0442245|10
258.571|0.0442245|10
264.49|0.0442245|10
270.408|0.0442245|10
276.327|0.0442245|10
282.245|0.0442245|10
288.163|0.0442245|10
294.082|0.0442245|10
300|0.0442245|10
10|0.0457347|10
15.9184|0.0457347|10
21.8367|0.0457347|10
27.7551|0.0457347|10
33.6735|0.0457347|10
39.5918|0.0457347|10
45.5102|0.0457347|10
51.4286|0.0457347|10
57.3469|0.0457347|10
63.2653|0.0457347|10
