stifness|diffusion|length
69.1837|0.0457347|10
75.102|0.0457347|10
81.0204|0.0457347|10
86.9388|0.0457347|10
92.8571|0.0457347|10
98.7755|0.0457347|10
104.694|0.0457347|10
110.612|0.0457347|10
116.531|0.0457347|10
122.449|0.0457347|10
128.367|0.0457347|10
134.286|0.0457347|10
140.204|0.0457347|10
146.122|0.0457347|10
152.041|0.0457347|10
157.959|0.0457347|10
163.878|0.0457347|10
169.796|0.0457347|10
175.714|0.0457347|10
181.633|0.0457347|10
187.551|0.0457347|10
193.469|0.0457347|10
199.388|0.0457347|10
205.306|0.0457347|10
211.224|0.0457347|10
217.143|0.0457347|10
223.061|0.0457347|10
228.98|0.0457347|10
234.898|0.0457347|10
240.816|0.0457347|10
246.735|0.0457347|10
252.653|0.0457347|10
258.571|0.0457347|10
264.49|0.0457347|10
270.408|0.0457347|10
276.327|0.0457347|10
282.245|0.0457347|10
288.163|0.0457347|10
294.082|0.0457347|10
300|0.0457347|10
10|0.0472449|10
15.9184|0.0472449|10
21.8367|0.0472449|10
27.7551|0.0472449|10
33.6735|0.0472449|10
39.5918|0.0472449|10
45.5102|0.0472449|10
51.4286|0.0472449|10
57.3469|0.0472449|10
63.2653|0.0472449|10
69.1837|0.0472449|10
75.102|0.0472449|10
81.0204|0.0472449|10
86.9388|0.0472449|10
92.8571|0.0472449|10
98.7755|0.0472449|10
104.694|0.0472449|10
110.612|0.0472449|10
116.531|0.0472449|10
122.449|0.0472449|10
128.367|0.0472449|10
134.286|0.0472449|10
140.204|0.0472449|10
146.122|0.0472449|10
152.041|0.0472449|10
157.959|0.0472449|10
163.878|0.0472449|10
169.796|0.0472449|10
175.714|0.0472449|10
181.633|0.0472449|10
187.551|0.0472449|10
193.469|0.0472449|10
199.388|0.0472449|10
205.306|0.0472449|10
211.224|0.0472449|10
217.143|0.0472449|10
223.061|0.0472449|10
228.98|0.0472449|10
234.898|0.0472449|10
240.816|0.0472449|10
246.735|0.0472449|10
252.653|0.0472449|10
258.571|0.0472449|10
264.49|0.0472449|10
270.408|0.0472449|10
276.327|0.0472449|10
282.245|0.0472449|10
288.163|0.0472449|10
294.082|0.0472449|10
300|0.0472449|10
10|0.0487551|10
15.9184|0.0487551|10
21.8367|0.0487551|10
27.7551|0.0487551|10
33.6735|0.0487551|10
39.5918|0.0487551|10
45.5102|0.0487551|10
51.4286|0.0487551|10
57.3469|0.0487551|10
63.2653|0.0487551|10
69.1837|0.0487551|10
75.102|0.0487551|10
81.0204|0.0487551|10
86.9388|0.0487551|10
92.8571|0.0487551|10
98.7755|0.0487551|10
104.694|0.0487551|10
110.612|0.0487551|10
116.531|0.0487551|10
122.449|0.0487551|10
128.367|0.0487551|10
134.286|0.0487551|10
140.204|0.0487551|10
146.122|0.0487551|10
152.041|0.0487551|10
157.959|0.0487551|10
163.878|0.0487551|10
169.796|0.0487551|10
175.714|0.0487551|10
181.633|0.0487551|10
187.551|0.0487551|10
193.469|0.0487551|10
199.388|0.0487551|10
205.306|0.0487551|10
211.224|0.0487551|10
217.143|0.0487551|10
223.061|0.0487551|10
228.98|0.0487551|10
234.898|0.0487551|10
240.816|0.0487551|10
246.735|0.0487551|10
252.653|0.0487551|10
258.571|0.0487551|10
264.49|0.0487551|10
270.408|0.0487551|10
276.327|0.0487551|10
282.245|0.0487551|10
288.163|0.0487551|10
294.082|0.0487551|10
300|0.0487551|10
10|0.0502653|10
15.9184|0.0502653|10
21.8367|0.0502653|10
27.7551|0.0502653|10
33.6735|0.0502653|10
39.5918|0.0502653|10
45.5102|0.0502653|10
51.4286|0.0502653|10
57.3469|0.0502653|10
63.2653|0.0502653|10
69.1837|0.0502653|10
75.102|0.0502653|10
81.0204|0.0502653|10
86.9388|0.0502653|10
92.8571|0.0502653|10
98.7755|0.0502653|10
104.694|0.0502653|10
110.612|0.0502653|10
116.531|0.0502653|10
122.449|0.0502653|10
128.367|0.0502653|10
134.286|0.0502653|10
140.204|0.0502653|10
146.122|0.0502653|10
152.041|0.0502653|10
157.959|0.0502653|10
163.878|0.0502653|10
169.796|0.0502653|10
175.714|0.0502653|10
181.633|0.0502653|10
187.551|0.0502653|10
193.469|0.0502653|10
199.388|0.0502653|10
205.306|0.0502653|10
211.224|0.0502653|10
217.143|0.0502653|10
223.061|0.0502653|10
228.98|0.0502653|10
234.898|0.0502653|10
240.816|0.0502653|10
246.735|0.0502653|10
252.653|0.0502653|10
258.571|0.0502653|10
264.49|0.0502653|10
270.408|0.0502653|10
276.327|0.0502653|10
282.245|0.0502653|10
288.163|0.0502653|10
294.082|0.0502653|10
300|0.0502653|10
10|0.0517755|10
15.9184|0.0517755|10
21.8367|0.0517755|10
27.7551|0.0517755|10
33.6735|0.0517755|10
39.5918|0.0517755|10
45.5102|0.0517755|10
51.4286|0.0517755|10
57.3469|0.0517755|10
63.2653|0.0517755|10
69.1837|0.0517755|10
75.102|0.0517755|10
81.0204|0.0517755|10
86.9388|0.0517755|10
92.8571|0.0517755|10
98.7755|0.0517755|10
104.694|0.0517755|10
110.612|0.0517755|10
116.531|0.0517755|10
122.449|0.0517755|10
128.367|0.0517755|10
134.286|0.0517755|10
140.204|0.0517755|10
146.122|0.0517755|10
152.041|0.0517755|10
157.959|0.0517755|10
163.878|0.0517755|10
169.796|0.0517755|10
175.714|0.0517755|10
181.633|0.0517755|10
187.551|0.0517755|10
193.469|0.0517755|10
199.388|0.0517755|10
205.306|0.0517755|10
211.224|0.0517755|10
217.143|0.0517755|10
223.061|0.0517755|10
228.98|0.0517755|10
234.898|0.0517755|10
240.816|0.0517755|10
246.735|0.0517755|10
252.653|0.0517755|10
258.571|0.0517755|10
264.49|0.0517755|10
270.408|0.0517755|10
276.327|0.0517755|10
282.245|0.0517755|10
288.163|0.0517755|10
294.082|0.0517755|10
300|0.0517755|10
10|0.0532857|10
15.9184|0.0532857|10
21.8367|0.0532857|10
27.7551|0.0532857|10
33.6735|0.0532857|10
39.5918|0.0532857|10
45.5102|0.0532857|10
51.4286|0.0532857|10
57.3469|0.0532857|10
63.2653|0.0532857|10
69.1837|0.0532857|10
75.102|0.0532857|10
81.0204|0.0532857|10
86.9388|0.0532857|10
92.8571|0.0532857|10
98.7755|0.0532857|10
104.694|0.0532857|10
110.612|0.0532857|10
116.531|0.0532857|10
122.449|0.0532857|10
128.367|0.0532857|10
134.286|0.0532857|10
140.204|0.0532857|10
146.122|0.0532857|10
152.041|0.0532857|10
157.959|0.0532857|10
163.878|0.0532857|10
169.796|0.0532857|10
175.714|0.0532857|10
181.633|0.0532857|10
187.551|0.0532857|10
193.469|0.0532857|10
199.388|0.0532857|10
205.306|0.0532857|10
211.224|0.0532857|10
217.143|0.0532857|10
223.061|0.0532857|10
228.98|0.0532857|10
234.898|0.0532857|10
240.816|0.0532857|10
246.735|0.0532857|10
252.653|0.0532857|10
258.571|0.0532857|10
264.49|0.0532857|10
270.408|0.0532857|10
276.327|0.0532857|10
282.245|0.0532857|10
288.163|0.0532857|10
294.082|0.0532857|10
300|0.0532857|10
10|0.0547959|10
15.9184|0.0547959|10
21.8367|0.0547959|10
27.7551|0.0547959|10
33.6735|0.0547959|10
39.5918|0.0547959|10
45.5102|0.0547959|10
51.4286|0.0547959|10
57.3469|0.0547959|10
63.2653|0.0547959|10
69.1837|0.0547959|10
75.102|0.0547959|10
81.0204|0.0547959|10
86.9388|0.0547959|10
92.8571|0.0547959|10
98.7755|0.0547959|10
104.694|0.0547959|10
110.612|0.0547959|10
116.531|0.0547959|10
122.449|0.0547959|10
128.367|0.0547959|10
134.286|0.0547959|10
140.204|0.0547959|10
146.122|0.0547959|10
152.041|0.0547959|10
157.959|0.0547959|10
163.878|0.0547959|10
169.796|0.0547959|10
175.714|0.0547959|10
181.633|0.0547959|10
187.551|0.0547959|10
193.469|0.0547959|10
199.388|0.0547959|10
205.306|0.0547959|10
211.224|0.0547959|10
217.143|0.0547959|10
223.061|0.0547959|10
228.98|0.0547959|10
234.898|0.0547959|10
240.816|0.0547959|10
246.735|0.0547959|10
252.653|0.0547959|10
258.571|0.0547959|10
264.49|0.0547959|10
270.408|0.0547959|10
276.327|0.0547959|10
282.245|0.0547959|10
288.163|0.0547959|10
294.082|0.0547959|10
300|0.0547959|10
10|0.0563061|10
15.9184|0.0563061|10
21.8367|0.0563061|10
27.7551|0.0563061|10
33.6735|0.0563061|10
39.5918|0.0563061|10
45.5102|0.0563061|10
51.4286|0.0563061|10
57.3469|0.0563061|10
63.2653|0.0563061|10
69.1837|0.0563061|10
75.102|0.0563061|10
81.0204|0.0563061|10
86.9388|0.0563061|10
92.8571|0.0563061|10
98.7755|0.0563061|10
104.694|0.0563061|10
110.612|0.0563061|10
116.531|0.0563061|10
122.449|0.0563061|10
128.367|0.0563061|10
134.286|0.0563061|10
140.204|0.0563061|10
146.122|0.0563061|10
152.041|0.0563061|10
157.959|0.0563061|10
163.878|0.0563061|10
169.796|0.0563061|10
175.714|0.0563061|10
181.633|0.0563061|10
187.551|0.0563061|10
193.469|0.0563061|10
199.388|0.0563061|10
205.306|0.0563061|10
211.224|0.0563061|10
217.143|0.0563061|10
223.061|0.0563061|10
228.98|0.0563061|10
234.898|0.0563061|10
240.816|0.0563061|10
246.735|0.0563061|10
252.653|0.0563061|10
258.571|0.0563061|10
264.49|0.0563061|10
270.408|0.0563061|10
276.327|0.0563061|10
282.245|0.0563061|10
288.163|0.0563061|10
294.082|0.0563061|10
300|0.0563061|10
10|0.0578163|10
15.9184|0.0578163|10
21.8367|0.0578163|10
27.7551|0.0578163|10
33.6735|0.0578163|10
39.5918|0.0578163|10
45.5102|0.0578163|10
51.4286|0.0578163|10
57.3469|0.0578163|10
63.2653|0.0578163|10
69.1837|0.0578163|10
75.102|0.0578163|10
81.0204|0.0578163|10
86.9388|0.0578163|10
92.8571|0.0578163|10
98.7755|0.0578163|10
104.694|0.0578163|10
110.612|0.0578163|10
116.531|0.0578163|10
122.449|0.0578163|10
128.367|0.0578163|10
134.286|0.0578163|10
140.204|0.0578163|10
146.122|0.0578163|10
152.041|0.0578163|10
157.959|0.0578163|10
163.878|0.0578163|10
169.796|0.0578163|10
175.714|0.0578163|10
181.633|0.0578163|10
187.551|0.0578163|10
193.469|0.0578163|10
199.388|0.0578163|10
205.306|0.0578163|10
211.224|0.0578163|10
217.143|0.0578163|10
223.061|0.0578163|10
228.98|0.0578163|10
234.898|0.0578163|10
240.816|0.0578163|10
246.735|0.0578163|10
252.653|0.0578163|10
258.571|0.0578163|10
264.49|0.0578163|10
270.408|0.0578163|10
276.327|0.0578163|10
282.245|0.0578163|10
288.163|0.0578163|10
294.082|0.0578163|10
300|0.0578163|10
10|0.0593265|10
15.9184|0.0593265|10
21.8367|0.0593265|10
27.7551|0.0593265|10
33.6735|0.0593265|10
39.5918|0.0593265|10
45.5102|0.0593265|10
51.4286|0.0593265|10
57.3469|0.0593265|10
63.2653|0.0593265|10
69.1837|0.0593265|10
75.102|0.0593265|10
81.0204|0.0593265|10
86.9388|0.0593265|10
92.8571|0.0593265|10
98.7755|0.0593265|10
104.694|0.0593265|10
110.612|0.0593265|10
116.531|0.0593265|10
122.449|0.0593265|10
128.367|0.0593265|10
134.286|0.0593265|10
140.204|0.0593265|10
146.122|0.0593265|10
152.041|0.0593265|10
157.959|0.0593265|10
163.878|0.0593265|10
169.796|0.0593265|10
175.714|0.0593265|10
181.633|0.0593265|10
187.551|0.0593265|10
193.469|0.0593265|10
199.388|0.0593265|10
205.306|0.0593265|10
211.224|0.0593265|10
217.143|0.0593265|10
223.061|0.0593265|10
228.98|0.0593265|10
234.898|0.0593265|10
240.816|0.0593265|10
246.735|0.0593265|10
252.653|0.0593265|10
258.571|0.0593265|10
264.49|0.0593265|10
270.408|0.0593265|10
276.327|0.0593265|10
282.245|0.0593265|10
288.163|0.0593265|10
294.082|0.0593265|10
300|0.0593265|10
10|0.0608367|10
15.9184|0.0608367|10
21.8367|0.0608367|10
27.7551|0.0608367|10
33.6735|0.0608367|10
39.5918|0.0608367|10
45.5102|0.0608367|10
51.4286|0.0608367|10
57.3469|0.0608367|10
63.2653|0.0608367|10
69.1837|0.0608367|10
75.102|0.0608367|10
81.0204|0.0608367|10
86.9388|0.0608367|10
92.8571|0.0608367|10
98.7755|0.0608367|10
104.694|0.0608367|10
110.612|0.0608367|10
116.531|0.0608367|10
122.449|0.0608367|10
128.367|0.0608367|10
134.286|0.0608367|10
140.204|0.0608367|10
146.122|0.0608367|10
152.041|0.0608367|10
157.959|0.0608367|10
163.878|0.0608367|10
169.796|0.0608367|10
175.714|0.0608367|10
181.633|0.0608367|10
187.551|0.0608367|10
193.469|0.0608367|10
199.388|0.0608367|10
205.306|0.0608367|10
211.224|0.0608367|10
217.143|0.0608367|10
223.061|0.0608367|10
228.98|0.0608367|10
234.898|0.0608367|10
240.816|0.0608367|10
246.735|0.0608367|10
252.653|0.0608367|10
258.571|0.0608367|10
264.49|0.0608367|10
270.408|0.0608367|10
276.327|0.0608367|10
282.245|0.0608367|10
288.163|0.0608367|10
294.082|0.0608367|10
300|0.0608367|10
10|0.0623469|10
15.9184|0.0623469|10
21.8367|0.0623469|10
27.7551|0.0623469|10
33.6735|0.0623469|10
39.5918|0.0623469|10
45.5102|0.0623469|10
51.4286|0.0623469|10
57.3469|0.0623469|10
63.2653|0.0623469|10
69.1837|0.0623469|10
75.102|0.0623469|10
81.0204|0.0623469|10
86.9388|0.0623469|10
92.8571|0.0623469|10
98.7755|0.0623469|10
104.694|0.0623469|10
110.612|0.0623469|10
116.531|0.0623469|10
122.449|0.0623469|10
128.367|0.0623469|10
134.286|0.0623469|10
140.204|0.0623469|10
146.122|0.0623469|10
152.041|0.0623469|10
157.959|0.0623469|10
163.878|0.0623469|10
169.796|0.0623469|10
175.714|0.0623469|10
181.633|0.0623469|10
187.551|0.0623469|10
193.469|0.0623469|10
199.388|0.0623469|10
205.306|0.0623469|10
211.224|0.0623469|10
217.143|0.0623469|10
223.061|0.0623469|10
228.98|0.0623469|10
234.898|0.0623469|10
240.816|0.0623469|10
246.735|0.0623469|10
252.653|0.0623469|10
258.571|0.0623469|10
264.49|0.0623469|10
270.408|0.0623469|10
276.327|0.0623469|10
282.245|0.0623469|10
288.163|0.0623469|10
294.082|0.0623469|10
300|0.0623469|10
10|0.0638571|10
15.9184|0.0638571|10
21.8367|0.0638571|10
27.7551|0.0638571|10
33.6735|0.0638571|10
39.5918|0.0638571|10
45.5102|0.0638571|10
51.4286|0.0638571|10
57.3469|0.0638571|10
63.2653|0.0638571|10
69.1837|0.0638571|10
75.102|0.0638571|10
81.0204|0.0638571|10
86.9388|0.0638571|10
92.8571|0.0638571|10
98.7755|0.0638571|10
104.694|0.0638571|10
110.612|0.0638571|10
116.531|0.0638571|10
122.449|0.0638571|10
128.367|0.0638571|10
134.286|0.0638571|10
140.204|0.0638571|10
146.122|0.0638571|10
152.041|0.0638571|10
157.959|0.0638571|10
163.878|0.0638571|10
169.796|0.0638571|10
175.714|0.0638571|10
181.633|0.0638571|10
187.551|0.0638571|10
193.469|0.0638571|10
199.388|0.0638571|10
205.306|0.0638571|10
211.224|0.0638571|10
217.143|0.0638571|10
223.061|0.0638571|10
228.98|0.0638571|10
234.898|0.0638571|10
240.816|0.0638571|10
246.735|0.0638571|10
252.653|0.0638571|10
258.571|0.0638571|10
264.49|0.0638571|10
270.408|0.0638571|10
276.327|0.0638571|10
282.245|0.0638571|10
288.163|0.0638571|10
294.082|0.0638571|10
300|0.0638571|10
10|0.0653673|10
15.9184|0.0653673|10
21.8367|0.0653673|10
27.7551|0.0653673|10
33.6735|0.0653673|10
39.5918|0.0653673|10
45.5102|0.0653673|10
51.4286|0.0653673|10
57.3469|0.0653673|10
63.2653|0.0653673|10
69.1837|0.0653673|10
75.102|0.0653673|10
81.0204|0.0653673|10
86.9388|0.0653673|10
92.8571|0.0653673|10
98.7755|0.0653673|10
104.694|0.0653673|10
110.612|0.0653673|10
116.531|0.0653673|10
122.449|0.0653673|10
128.367|0.0653673|10
134.286|0.0653673|10
140.204|0.0653673|10
146.122|0.0653673|10
152.041|0.0653673|10
157.959|0.0653673|10
163.878|0.0653673|10
169.796|0.0653673|10
175.714|0.0653673|10
181.633|0.0653673|10
187.551|0.0653673|10
193.469|0.0653673|10
199.388|0.0653673|10
205.306|0.0653673|10
211.224|0.0653673|10
217.143|0.0653673|10
223.061|0.0653673|10
228.98|0.0653673|10
234.898|0.0653673|10
240.816|0.0653673|10
246.735|0.0653673|10
252.653|0.0653673|10
258.571|0.0653673|10
264.49|0.0653673|10
270.408|0.0653673|10
276.327|0.0653673|10
282.245|0.0653673|10
288.163|0.0653673|10
294.082|0.0653673|10
300|0.0653673|10
10|0.0668776|10
15.9184|0.0668776|10
21.8367|0.0668776|10
27.7551|0.0668776|10
33.6735|0.0668776|10
39.5918|0.0668776|10
45.5102|0.0668776|10
51.4286|0.0668776|10
57.3469|0.0668776|10
63.2653|0.0668776|10
69.1837|0.0668776|10
75.102|0.0668776|10
81.0204|0.0668776|10
86.9388|0.0668776|10
92.8571|0.0668776|10
98.7755|0.0668776|10
104.694|0.0668776|10
110.612|0.0668776|10
116.531|0.0668776|10
122.449|0.0668776|10
128.367|0.0668776|10
134.286|0.0668776|10
140.204|0.0668776|10
146.122|0.0668776|10
152.041|0.0668776|10
157.959|0.0668776|10
163.878|0.0668776|10
169.796|0.0668776|10
175.714|0.0668776|10
181.633|0.0668776|10
187.551|0.0668776|10
193.469|0.0668776|10
199.388|0.0668776|10
205.306|0.0668776|10
211.224|0.0668776|10
217.143|0.0668776|10
223.061|0.0668776|10
228.98|0.0668776|10
234.898|0.0668776|10
240.816|0.0668776|10
246.735|0.0668776|10
252.653|0.0668776|10
258.571|0.0668776|10
264.49|0.0668776|10
270.408|0.0668776|10
276.327|0.0668776|10
282.245|0.0668776|10
288.163|0.0668776|10
294.082|0.0668776|10
300|0.0668776|10
10|0.0683878|10
15.9184|0.0683878|10
21.8367|0.0683878|10
27.7551|0.0683878|10
33.6735|0.0683878|10
39.5918|0.0683878|10
45.5102|0.0683878|10
51.4286|0.0683878|10
57.3469|0.0683878|10
63.2653|0.0683878|10
69.1837|0.0683878|10
75.102|0.0683878|10
81.0204|0.0683878|10
86.9388|0.0683878|10
92.8571|0.0683878|10
98.7755|0.0683878|10
104.694|0.0683878|10
110.612|0.0683878|10
116.531|0.0683878|10
122.449|0.0683878|10
128.367|0.0683878|10
134.286|0.0683878|10
140.204|0.0683878|10
146.122|0.0683878|10
152.041|0.0683878|10
157.959|0.0683878|10
163.878|0.0683878|10
169.796|0.0683878|10
175.714|0.0683878|10
181.633|0.0683878|10
187.551|0.0683878|10
193.469|0.0683878|10
199.388|0.0683878|10
205.306|0.0683878|10
211.224|0.0683878|10
217.143|0.0683878|10
223.061|0.0683878|10
228.98|0.0683878|10
234.898|0.0683878|10
240.816|0.0683878|10
246.735|0.0683878|10
252.653|0.0683878|10
258.571|0.0683878|10
264.49|0.0683878|10
270.408|0.0683878|10
276.327|0.0683878|10
282.245|0.0683878|10
288.163|0.0683878|10
294.082|0.0683878|10
300|0.0683878|10
10|0.069898|10
15.9184|0.069898|10
21.8367|0.069898|10
27.7551|0.069898|10
33.6735|0.069898|10
39.5918|0.069898|10
45.5102|0.069898|10
51.4286|0.069898|10
57.3469|0.069898|10
63.2653|0.069898|10
69.1837|0.069898|10
75.102|0.069898|10
81.0204|0.069898|10
86.9388|0.069898|10
92.8571|0.069898|10
98.7755|0.069898|10
104.694|0.069898|10
110.612|0.069898|10
116.531|0.069898|10
122.449|0.069898|10
128.367|0.069898|10
134.286|0.069898|10
140.204|0.069898|10
146.122|0.069898|10
152.041|0.069898|10
157.959|0.069898|10
163.878|0.069898|10
169.796|0.069898|10
175.714|0.069898|10
181.633|0.069898|10
187.551|0.069898|10
193.469|0.069898|10
199.388|0.069898|10
205.306|0.069898|10
211.224|0.069898|10
217.143|0.069898|10
223.061|0.069898|10
228.98|0.069898|10
234.898|0.069898|10
240.816|0.069898|10
246.735|0.069898|10
252.653|0.069898|10
258.571|0.069898|10
264.49|0.069898|10
270.408|0.069898|10
276.327|0.069898|10
282.245|0.069898|10
288.163|0.069898|10
294.082|0.069898|10
300|0.069898|10
10|0.0714082|10
15.9184|0.0714082|10
21.8367|0.0714082|10
27.7551|0.0714082|10
33.6735|0.0714082|10
39.5918|0.0714082|10
45.5102|0.0714082|10
51.4286|0.0714082|10
57.3469|0.0714082|10
63.2653|0.0714082|10
69.1837|0.0714082|10
75.102|0.0714082|10
81.0204|0.0714082|10
86.9388|0.0714082|10
92.8571|0.0714082|10
98.7755|0.0714082|10
104.694|0.0714082|10
110.612|0.0714082|10
116.531|0.0714082|10
122.449|0.0714082|10
128.367|0.0714082|10
134.286|0.0714082|10
140.204|0.0714082|10
146.122|0.0714082|10
152.041|0.0714082|10
157.959|0.0714082|10
163.878|0.0714082|10
169.796|0.0714082|10
175.714|0.0714082|10
181.633|0.0714082|10
187.551|0.0714082|10
193.469|0.0714082|10
199.388|0.0714082|10
205.306|0.0714082|10
211.224|0.0714082|10
217.143|0.0714082|10
223.061|0.0714082|10
228.98|0.0714082|10
234.898|0.0714082|10
240.816|0.0714082|10
246.735|0.0714082|10
252.653|0.0714082|10
258.571|0.0714082|10
264.49|0.0714082|10
270.408|0.0714082|10
276.327|0.0714082|10
282.245|0.0714082|10
288.163|0.0714082|10
294.082|0.0714082|10
300|0.0714082|10
10|0.0729184|10
15.9184|0.0729184|10
21.8367|0.0729184|10
27.7551|0.0729184|10
33.6735|0.0729184|10
39.5918|0.0729184|10
45.5102|0.0729184|10
51.4286|0.0729184|10
57.3469|0.0729184|10
63.2653|0.0729184|10
69.1837|0.0729184|10
75.102|0.0729184|10
81.0204|0.0729184|10
86.9388|0.0729184|10
92.8571|0.0729184|10
98.7755|0.0729184|10
104.694|0.0729184|10
110.612|0.0729184|10
116.531|0.0729184|10
122.449|0.0729184|10
128.367|0.0729184|10
134.286|0.0729184|10
140.204|0.0729184|10
146.122|0.0729184|10
152.041|0.0729184|10
157.959|0.0729184|10
163.878|0.0729184|10
169.796|0.0729184|10
175.714|0.0729184|10
181.633|0.0729184|10
187.551|0.0729184|10
193.469|0.0729184|10
199.388|0.0729184|10
205.306|0.0729184|10
211.224|0.0729184|10
217.143|0.0729184|10
223.061|0.0729184|10
228.98|0.0729184|10
234.898|0.0729184|10
240.816|0.0729184|10
246.735|0.0729184|10
252.653|0.0729184|10
258.571|0.0729184|10
264.49|0.0729184|10
270.408|0.0729184|10
276.327|0.0729184|10
282.245|0.0729184|10
288.163|0.0729184|10
294.082|0.0729184|10
300|0.0729184|10
10|0.0744286|10
15.9184|0.0744286|10
21.8367|0.0744286|10
27.7551|0.0744286|10
33.6735|0.0744286|10
39.5918|0.0744286|10
45.5102|0.0744286|10
51.4286|0.0744286|10
57.3469|0.0744286|10
63.2653|0.0744286|10
69.1837|0.0744286|10
75.102|0.0744286|10
81.0204|0.0744286|10
86.9388|0.0744286|10
92.8571|0.0744286|10
98.7755|0.0744286|10
104.694|0.0744286|10
110.612|0.0744286|10
116.531|0.0744286|10
122.449|0.0744286|10
128.367|0.0744286|10
134.286|0.0744286|10
140.204|0.0744286|10
146.122|0.0744286|10
152.041|0.0744286|10
157.959|0.0744286|10
163.878|0.0744286|10
169.796|0.0744286|10
175.714|0.0744286|10
181.633|0.0744286|10
187.551|0.0744286|10
193.469|0.0744286|10
199.388|0.0744286|10
205.306|0.0744286|10
211.224|0.0744286|10
217.143|0.0744286|10
223.061|0.0744286|10
228.98|0.0744286|10
234.898|0.0744286|10
240.816|0.0744286|10
246.735|0.0744286|10
252.653|0.0744286|10
258.571|0.0744286|10
264.49|0.0744286|10
270.408|0.0744286|10
276.327|0.0744286|10
282.245|0.0744286|10
288.163|0.0744286|10
294.082|0.0744286|10
300|0.0744286|10
10|0.0759388|10
15.9184|0.0759388|10
21.8367|0.0759388|10
27.7551|0.0759388|10
33.6735|0.0759388|10
39.5918|0.0759388|10
45.5102|0.0759388|10
51.4286|0.0759388|10
57.3469|0.0759388|10
63.2653|0.0759388|10
69.1837|0.0759388|10
75.102|0.0759388|10
81.0204|0.0759388|10
86.9388|0.0759388|10
92.8571|0.0759388|10
98.7755|0.0759388|10
104.694|0.0759388|10
110.612|0.0759388|10
116.531|0.0759388|10
122.449|0.0759388|10
128.367|0.0759388|10
134.286|0.0759388|10
140.204|0.0759388|10
146.122|0.0759388|10
152.041|0.0759388|10
157.959|0.0759388|10
163.878|0.0759388|10
169.796|0.0759388|10
175.714|0.0759388|10
181.633|0.0759388|10
187.551|0.0759388|10
193.469|0.0759388|10
199.388|0.0759388|10
205.306|0.0759388|10
211.224|0.0759388|10
217.143|0.0759388|10
223.061|0.0759388|10
228.98|0.0759388|10
234.898|0.0759388|10
240.816|0.0759388|10
246.735|0.0759388|10
252.653|0.0759388|10
258.571|0.0759388|10
264.49|0.0759388|10
270.408|0.0759388|10
276.327|0.0759388|10
282.245|0.0759388|10
288.163|0.0759388|10
294.082|0.0759388|10
300|0.0759388|10
10|0.077449|10
15.9184|0.077449|10
21.8367|0.077449|10
27.7551|0.077449|10
33.6735|0.077449|10
39.5918|0.077449|10
45.5102|0.077449|10
51.4286|0.077449|10
57.3469|0.077449|10
63.2653|0.077449|10
69.1837|0.077449|10
75.102|0.077449|10
81.0204|0.077449|10
86.9388|0.077449|10
92.8571|0.077449|10
98.7755|0.077449|10
104.694|0.077449|10
110.612|0.077449|10
116.531|0.077449|10
122.449|0.077449|10
128.367|0.077449|10
134.286|0.077449|10
140.204|0.077449|10
146.122|0.077449|10
152.041|0.077449|10
157.959|0.077449|10
163.878|0.077449|10
169.796|0.077449|10
175.714|0.077449|10
181.633|0.077449|10
187.551|0.077449|10
193.469|0.077449|10
199.388|0.077449|10
205.306|0.077449|10
211.224|0.077449|10
217.143|0.077449|10
223.061|0.077449|10
228.98|0.077449|10
234.898|0.077449|10
240.816|0.077449|10
246.735|0.077449|10
252.653|0.077449|10
258.571|0.077449|10
264.49|0.077449|10
270.408|0.077449|10
276.327|0.077449|10
282.245|0.077449|10
288.163|0.077449|10
294.082|0.077449|10
300|0.077449|10
10|0.0789592|10
15.9184|0.0789592|10
21.8367|0.0789592|10
27.7551|0.0789592|10
33.6735|0.0789592|10
39.5918|0.0789592|10
45.5102|0.0789592|10
51.4286|0.0789592|10
57.3469|0.0789592|10
63.2653|0.0789592|10
69.1837|0.0789592|10
75.102|0.0789592|10
81.0204|0.0789592|10
86.9388|0.0789592|10
92.8571|0.0789592|10
98.7755|0.0789592|10
104.694|0.0789592|10
110.612|0.0789592|10
116.531|0.0789592|10
122.449|0.0789592|10
128.367|0.0789592|10
134.286|0.0789592|10
140.204|0.0789592|10
146.122|0.0789592|10
152.041|0.0789592|10
157.959|0.0789592|10
163.878|0.0789592|10
169.796|0.0789592|10
175.714|0.0789592|10
181.633|0.0789592|10
187.551|0.0789592|10
193.469|0.0789592|10
199.388|0.0789592|10
205.306|0.0789592|10
211.224|0.0789592|10
217.143|0.0789592|10
223.061|0.0789592|10
228.98|0.0789592|10
234.898|0.0789592|10
240.816|0.0789592|10
246.735|0.0789592|10
252.653|0.0789592|10
258.571|0.0789592|10
264.49|0.0789592|10
270.408|0.0789592|10
276.327|0.0789592|10
282.245|0.0789592|10
288.163|0.0789592|10
294.082|0.0789592|10
300|0.0789592|10
10|0.0804694|10
15.9184|0.0804694|10
21.8367|0.0804694|10
27.7551|0.0804694|10
33.6735|0.0804694|10
39.5918|0.0804694|10
45.5102|0.0804694|10
51.4286|0.0804694|10
57.3469|0.0804694|10
63.2653|0.0804694|10
69.1837|0.0804694|10
75.102|0.0804694|10
81.0204|0.0804694|10
86.9388|0.0804694|10
