speed speed2
-4.314591459145866725e-03 -5.749499799920793595e-03
-3.121912191220167212e-04 -3.549579831933104626e-03
1.040808080808102408e-02 7.413525410163997187e-03
1.291113111311128353e-02 1.844641856742696567e-02
1.510189418941893132e-02 3.153088435374138548e-02
-2.433923392339240252e-03 1.397679071628266882e-03
6.174697469747000671e-03 8.012164865946276929e-03
-1.328452845284339200e-03 4.020808323329149760e-03
3.232163216321550653e-03 3.036414565825528659e-03
-5.102510251025072895e-04 2.924369747899175330e-03
3.060674067406738211e-02 1.578480992396950888e-02
2.130287828782882059e-02 2.577658263305313696e-02
1.066630663066303782e-02 7.513725490196449149e-03
1.538073807380916725e-03 -7.065226090435146322e-04
2.125852585258763885e-03 1.421368547411472273e-04
-7.845504550454684978e-03 -6.584393757503154837e-03
1.063226322632267011e-02 1.610244097639076249e-02
-5.212241224122626977e-03 -6.908043217286967061e-03
1.829822982298203978e-03 1.658071228491382262e-02
1.541472547254725892e-02 -6.345994397759105801e-03
8.765836583658443565e-03 3.578135254101644930e-02
-6.697469746974977697e-04 -1.170068027211060464e-03
-2.828642864286485831e-03 -2.357743097240043093e-03
-3.008300830075335094e-05 -2.505002000800518169e-03
1.421066106610668726e-02 1.083793517406963884e-02
-3.515231523152214429e-03 -1.359199679871969310e-02
3.708250825082497724e-03 2.558783513404353990e-03
7.588798879888284526e-03 -2.977511004402570282e-03
-7.269406940694040850e-03 3.074253701480580969e-02
2.277587758775683532e-03 -3.296358543417818223e-03
9.583158315831530674e-03 2.614869947979175935e-02
1.762379437943792718e-02 -1.007257302921171771e-02
1.683128312830979969e-03 4.952380952374792027e-04
-3.139153915391209877e-03 -1.424249699880754958e-03
-2.122252225222212661e-03 -2.573829531830590226e-04
-6.099809980997064921e-04 -3.237134853941826991e-03
-2.567696769677080271e-03 -5.676190476191225569e-03
1.589402140214019390e-02 1.110751500600226475e-02
1.303700370037006416e-02 8.104905962384858359e-03
1.555559555955572659e-02 2.373717486994813761e-02
1.121176117611763848e-02 6.584073629451490245e-03
2.112752875287525478e-02 2.523134053621441802e-02
-2.838403840384122294e-03 9.083633453381236011e-03
2.675667566756902323e-03 4.353741496596176346e-04
-3.954395439543782753e-03 -3.721488595438233234e-03
1.908130813081297325e-02 1.920864345738282006e-02
4.779677967800662281e-04 8.928371348528022682e-04
1.402060206020622765e-03 1.356638655462167296e-02
1.099073907390728071e-02 1.389483793517393324e-02
-2.543494349435070166e-03 3.477230892356298220e-03
-1.266870687068696703e-02 -9.551660664265848935e-03
1.170117011701605645e-03 9.898359343743759389e-04
5.633883388338906291e-03 1.882993197278651654e-03
1.119271927192726744e-02 7.579351740696116217e-03
1.014913491349099094e-03 7.554829931972724573e-03
1.047376737673768980e-02 4.291636654661662269e-03
-1.579757975797694810e-03 2.107402961184328283e-03
6.492649264926591592e-03 2.091396558623430380e-02
-8.985298529852903809e-03 -1.996222488995685884e-02
2.832383238323828850e-02 4.194701880752212814e-03
1.489348934893381174e-03 -6.390076030412067572e-03
-4.363516351635099086e-03 -4.749739895958730168e-03
-1.199399939993650056e-03 2.363505402160764445e-03
2.435951995199518716e-02 -7.973429371748831998e-03
-2.588538853885398189e-03 -2.207282913165932708e-03
2.504170417041806911e-03 1.618727490996375862e-02
5.340534053422532428e-05 2.250180072028182092e-03
7.351055105510637989e-03 7.533253301320525994e-03
6.682708270827024746e-03 1.274269707883151671e-02
-2.319071907190565964e-03 -2.014565826331632739e-03
