speed speed2
3.064306430642851361e-05 -6.338215286114750290e-03
9.909590959095901028e-03 2.742537014805298667e-03
3.095909590958814423e-03 2.513325330131753813e-03
-6.157015701570379106e-03 -4.613365346138788119e-03
2.849484948494972452e-03 -1.714605842337234591e-03
3.796059605960467633e-03 2.410244097639094481e-03
2.802040204020890025e-03 6.108043217286671794e-03
2.252225222511432164e-05 7.663865546214123584e-04
1.952953295329535113e-02 5.287023609443770866e-02
-1.551435143514309258e-03 2.786074429771339973e-03
-2.261506150615306184e-03 -5.892917166867512983e-03
1.248688868886890617e-02 1.297094837935147509e-02
-1.349158915891638831e-03 -6.391548619447946430e-03
5.844824482448234340e-03 3.741016406562212501e-03
-4.719831983198222343e-03 -6.472028811524653362e-03
-4.842844284428595922e-03 -8.627450980399179207e-04
-1.962876287628858782e-03 4.881952781105497506e-04
2.601780178017768213e-03 -3.538055222089426296e-03
1.162076207620955535e-03 3.244177671068240471e-03
8.105450545054446176e-03 8.895718287314969067e-03
-1.021470147014702165e-02 -4.504201680672421416e-03
-1.146674667466716967e-03 -1.227050820328503405e-03
2.353587358735874380e-02 1.127811124449774015e-02
2.081906990699067608e-02 3.050935574229669475e-02
2.153642164216419685e-02 2.915370948379353983e-02
-3.543354335433394030e-03 -2.412805122048958684e-03
2.403680368037095644e-03 7.822649059622757348e-03
2.236063606360280068e-03 -1.395118047219168992e-03
-1.096296029602958355e-02 -1.861467787114852793e-02
-1.159235923592250852e-03 5.163665466186424108e-03
1.475387538753944981e-03 1.072332933173266063e-02
-1.108510851083458534e-04 -3.450660264105772333e-03
5.451265126512453568e-03 1.899959983993585941e-03
3.400180018001834007e-03 5.722929171667934072e-03
1.616205620562058062e-02 1.499255702280912622e-02
-1.793099309930928833e-03 -4.808643457383114488e-03
3.491315531553156742e-02 4.414565826330456820e-03
3.913391339133949660e-03 9.131652661064020016e-03
-2.182018201820214165e-03 -3.426650660264272345e-03
1.699449944994852347e-03 -7.129251700680576138e-04
1.823209520952095986e-02 -1.781752701080444382e-02
-5.969716971697171422e-03 5.214885954381736667e-03
7.897949794979514104e-03 4.616566626650824012e-03
-5.358535853584752134e-04 -3.248339335735334760e-03
1.607408740874085099e-02 4.736294517807151591e-03
-1.179157915791462967e-03 1.561264505801414348e-03
-3.641164116413619424e-04 -1.801360544218977939e-03
-8.514451445142685437e-04 -5.877551020410701731e-04
-1.383218321832053923e-03 4.647298919567723410e-03
5.700570057005266466e-04 5.762304921234381890e-06
-2.427362736273595660e-03 7.665786314525946908e-03
-1.495501550155006829e-03 -1.343145258103239925e-02
1.777895389538949530e-02 1.136201680672271723e-02
-3.186478647864788259e-03 -4.497799119656266365e-04
2.522464246424652168e-02 1.174805922368930312e-02
7.158833083308331624e-02 6.276427370948377271e-02
-3.608600860085963390e-03 -2.242817126851411567e-03
1.519589958995898153e-02 -1.632566626650667346e-02
1.731841184118403792e-02 3.412180872348924421e-02
-2.225302530253059092e-03 -1.988635454182442405e-03
-2.297029702970143378e-03 -3.985914365746361272e-03
2.636079607960790244e-02 2.470044017607041578e-02
2.705270527052946929e-03 -6.438735494198166015e-03
1.436407640764089666e-02 1.528739495798288155e-02
6.075407540754992550e-04 9.926530612244573865e-03
3.624242424242717520e-03 5.685474189675661719e-03
6.055525552555359077e-03 5.196638655461351813e-03
6.869886988701474385e-04 -1.264825930373129469e-03
-9.581358135815060259e-04 -2.828971588636017970e-03
-4.827842784278439658e-03 -1.502360944378459441e-03
-8.367156715671416820e-03 -7.060744297719102718e-03
8.448884888488879946e-03 1.352188875550195020e-02
1.104838483848369877e-02 8.387675070027680521e-03
-1.150475047504693734e-03 5.712044817926569679e-03
7.183398339834013054e-03 1.554349739895941572e-02
2.003366336633663133e-02 2.974917967186855444e-02
3.695889588959025591e-03 1.795598239295993640e-03
2.662706270627042838e-03 9.309323729485057203e-04
4.515261926192619402e-02 5.265245298119248379e-02
-3.357015701570043899e-03 6.031852741096207712e-03
9.698569856985665575e-04 -1.393517406963821516e-03
4.557575757575869566e-03 8.552861144457774012e-03
4.371277127713067354e-03 -4.598959583834014674e-03
1.808220822082446527e-03 -1.644817927171351004e-03
5.537753775379699109e-04 1.856742697078787472e-03
-6.020602060162189554e-05 -2.391356542614223220e-04
-2.823562356235484200e-03 -3.240656262505484109e-03
1.658405840584308271e-03 1.881936774709871973e-02
1.269538953895412402e-02 2.091236494597815618e-02
8.266306630663097441e-03 1.776518607442973893e-02
3.786778677867313689e-04 -1.797519007603156412e-03
7.512111211121197916e-03 8.836494597838631324e-03
1.643684368436850547e-03 -1.726450580232221678e-03
1.187322732273222818e-02 2.103401360544189524e-02
-8.024402440248098751e-04 5.912765106038957077e-04
1.969952995299535312e-02 2.050420168067077463e-03
2.837123712371507692e-03 5.119167667067101198e-03
1.580871287128708669e-02 6.836078431372380297e-03
1.537349734973499603e-02 3.868107242897131197e-03
-1.591679167916588977e-03 -2.877310924369841632e-03
8.125532553255416721e-03 3.365794317727090201e-02
-1.428542854286847139e-04 3.719887955176940536e-04
5.991439143914373787e-03 9.931972789115599970e-03
2.241132113211319332e-02 2.206770708283262161e-02
2.426322632263286719e-03 1.192797118847642012e-03
-3.371737173717513549e-03 -4.705242096838687348e-03
1.409744974497456962e-02 7.934373749499597575e-03
4.681828182818431258e-03 5.918847539014963390e-03
-6.993899389940061613e-04 -1.392877150860378490e-03
6.876607660766238458e-03 1.566002400960402399e-02
8.082516251625083276e-03 8.339751900760153380e-03
-1.423382338233766028e-03 6.505002000793794247e-04
-1.878987898788877565e-04 7.724689875945512816e-04
2.724312431242893393e-03 3.791276510604096872e-03
1.375737573757639630e-03 6.690676270451865494e-05
4.305510551055086350e-03 4.300280112044537785e-03
7.878387838787399280e-04 2.561024409763228409e-03
-3.571477147714712842e-03 2.765266106442511220e-03
2.185130513051302889e-02 2.113293317326926657e-02
-6.214701470147103966e-03 -5.610564225690280009e-03
3.373217321731594460e-03 -1.719087635052998851e-04
4.528452845286917911e-04 6.699639855941534085e-03
7.150595059506202958e-03 9.423929571828604593e-03
1.371801980198022498e-02 7.396750700280080131e-03
7.220969296929691250e-02 9.473805522208883501e-02
2.192735273527328041e-02 1.293669467787090903e-02
-1.610305030503043563e-02 -2.066106442577044303e-02
2.333833383341762252e-04 1.534693877550975284e-02
5.738013801380004164e-03 1.216134453781510423e-02
4.025922592258919346e-03 5.633293317326785662e-03
