cl_diff|stiffness|viscosity|cl_number|time_step|nb_steps|nb_frames|occup|overlap_length
0.043|250|0.01|164|1e-05|1500000|100|0.1|13.1719141258
0.043|250|0.01|84|1e-05|1500000|100|0.1|6.77854497412
0.043|250|0.01|12|1e-05|1500000|100|0.1|0.97002448832
0.043|250|0.01|22|1e-05|1500000|100|0.1|1.78252671288
0.043|250|0.01|128|1e-05|1500000|100|0.1|10.2848015421
0.043|250|0.01|36|1e-05|1500000|100|0.1|2.94340165667
0.043|250|0.01|11|1e-05|1500000|100|0.1|0.921745106671
0.043|250|0.01|162|1e-05|1500000|100|0.1|13.036053826
0.043|250|0.01|21|1e-05|1500000|100|0.1|1.68046390939
0.043|250|0.01|31|1e-05|1500000|100|0.1|2.48443370323
0.043|250|0.01|134|1e-05|1500000|100|0.1|10.7874551416
0.043|250|0.01|77|1e-05|1500000|100|0.1|6.22259621425
0.043|250|0.01|46|1e-05|1500000|100|0.1|3.74656767553
0.043|250|0.01|152|1e-05|1500000|100|0.1|12.1859951044
0.043|250|0.01|72|1e-05|1500000|100|0.1|5.83728215304
0.043|250|0.01|62|1e-05|1500000|100|0.1|5.02890406523
0.043|250|0.01|167|1e-05|1500000|100|0.1|13.4353599187
0.043|250|0.01|121|1e-05|1500000|100|0.1|9.71092583735
0.043|250|0.01|176|1e-05|1500000|100|0.1|14.0953793142
0.043|250|0.01|157|1e-05|1500000|100|0.1|12.5652441145
0.043|250|0.01|120|1e-05|1500000|100|0.1|9.60335796749
0.043|250|0.01|78|1e-05|1500000|100|0.1|6.24212044923
0.043|250|0.01|96|1e-05|1500000|100|0.1|7.69487199895
0.043|250|0.01|79|1e-05|1500000|100|0.1|6.32802329317
0.043|250|0.01|82|1e-05|1500000|100|0.1|6.58513231386
0.043|250|0.01|80|1e-05|1500000|100|0.1|6.41940277814
0.043|250|0.01|19|1e-05|1500000|100|0.1|1.56925231568
0.043|250|0.01|109|1e-05|1500000|100|0.1|8.74867487051
0.043|250|0.01|118|1e-05|1500000|100|0.1|9.48242453746
0.043|250|0.01|8|1e-05|1500000|100|0.1|0.714546245074
0.043|250|0.01|58|1e-05|1500000|100|0.1|4.69577352185
0.043|250|0.01|183|1e-05|1500000|100|0.1|14.7145438359
0.043|250|0.01|146|1e-05|1500000|100|0.1|11.7502617084
0.043|250|0.01|100|1e-05|1500000|100|0.1|8.04625370502
0.043|250|0.01|178|1e-05|1500000|100|0.1|14.2639301624
0.043|250|0.01|171|1e-05|1500000|100|0.1|13.7459927678
0.043|250|0.01|153|1e-05|1500000|100|0.1|12.2756346363
0.043|250|0.01|169|1e-05|1500000|100|0.1|13.5984690813
0.043|250|0.01|51|1e-05|1500000|100|0.1|4.15467545834
0.043|250|0.01|58|1e-05|1500000|100|0.1|4.67709418813
0.043|250|0.01|47|1e-05|1500000|100|0.1|3.79744138847
0.043|250|0.01|95|1e-05|1500000|100|0.1|7.60471452666
0.043|250|0.01|73|1e-05|1500000|100|0.1|5.91600141741
0.043|250|0.01|33|1e-05|1500000|100|0.1|2.70289816829
0.043|250|0.01|37|1e-05|1500000|100|0.1|3.03048546384
0.043|250|0.01|179|1e-05|1500000|100|0.1|14.3551410099
0.043|250|0.01|49|1e-05|1500000|100|0.1|3.97052272116
0.043|250|0.01|149|1e-05|1500000|100|0.1|11.9771614274
0.043|250|0.01|24|1e-05|1500000|100|0.1|1.97872572981
0.043|250|0.01|35|1e-05|1500000|100|0.1|2.85999698695
0.043|250|0.01|113|1e-05|1500000|100|0.1|9.09807745773
0.043|250|0.01|27|1e-05|1500000|100|0.1|2.19462154377
0.043|250|0.01|175|1e-05|1500000|100|0.1|14.0549396891
0.043|250|0.01|87|1e-05|1500000|100|0.1|6.98400534687
0.043|250|0.01|70|1e-05|1500000|100|0.1|5.60595478794
0.043|250|0.01|92|1e-05|1500000|100|0.1|7.40522227315
0.043|250|0.01|83|1e-05|1500000|100|0.1|6.64803622277
0.043|250|0.01|47|1e-05|1500000|100|0.1|3.81756125141
0.043|250|0.01|146|1e-05|1500000|100|0.1|11.720049105
0.043|250|0.01|129|1e-05|1500000|100|0.1|10.3613167854
0.043|250|0.01|64|1e-05|1500000|100|0.1|5.13221848277
0.043|250|0.01|21|1e-05|1500000|100|0.1|1.75065476777
0.043|250|0.01|115|1e-05|1500000|100|0.1|9.2523526778
0.043|250|0.01|170|1e-05|1500000|100|0.1|13.6216216732
0.043|250|0.01|140|1e-05|1500000|100|0.1|11.2620216648
0.043|250|0.01|171|1e-05|1500000|100|0.1|13.7445055066
0.043|250|0.01|106|1e-05|1500000|100|0.1|8.54822695326
0.043|250|0.01|143|1e-05|1500000|100|0.1|11.5192829423
0.043|250|0.01|93|1e-05|1500000|100|0.1|7.51137768187
0.043|250|0.01|32|1e-05|1500000|100|0.1|2.61167338935
0.043|250|0.01|87|1e-05|1500000|100|0.1|7.02238314459
0.043|250|0.01|155|1e-05|1500000|100|0.1|12.4670328501
0.043|250|0.01|113|1e-05|1500000|100|0.1|9.10136748282
0.043|250|0.01|81|1e-05|1500000|100|0.1|6.53201839869
0.043|250|0.01|8|1e-05|1500000|100|0.1|0.655663352397
0.043|250|0.01|6|1e-05|1500000|100|0.1|0.505391024628
0.043|250|0.01|50|1e-05|1500000|100|0.1|4.0745209487
0.043|250|0.01|33|1e-05|1500000|100|0.1|2.66062010291
0.043|250|0.01|85|1e-05|1500000|100|0.1|6.83799142984
0.043|250|0.01|85|1e-05|1500000|100|0.1|6.84670358843
0.043|250|0.01|134|1e-05|1500000|100|0.1|10.7493797115
