speed speed2
1.176117611759881890e-04 2.189995998399235817e-03
1.684728472847222235e-03 5.228011204481622896e-03
9.068186818681937128e-03 9.539815926372193682e-04
2.172777277727621584e-03 1.913085234093352691e-03
6.376477647764855830e-03 8.256422569027640351e-03
3.046304630464504825e-04 -4.792316926776175141e-04
1.457425742574354477e-03 1.104121648659351067e-03
1.744174417441772366e-03 -1.577591036415484493e-03
8.920892090253175927e-06 9.731892757060237758e-05
1.956515651565246018e-03 1.631692677070799725e-03
7.282728272824738310e-04 1.568627450980370841e-03
-7.942394239421001444e-04 3.649459783853112137e-05
9.488948894892316587e-04 1.018007202880901992e-03
2.512331233123412961e-03 6.266186474589878659e-03
1.346213421342138533e-02 1.989406962785108049e-02
1.125312531253491125e-03 1.757823129251107367e-03
1.526952695272049717e-04 1.632653061107872881e-05
7.332333233322270048e-04 1.071468587434468807e-03
1.455524752475245188e-02 1.635009203681463824e-02
7.535553555355545795e-03 8.338055222088802676e-03
1.523152315231474227e-03 4.583913565425803624e-03
9.135513551355238862e-03 6.329891956782310314e-03
-3.592359235863222609e-05 -3.329331732771034053e-05
3.605640564056719968e-03 2.580552220887689496e-03
2.052205220563503557e-05 -3.425370148100782163e-05
5.459145914591441960e-03 4.138935574229406049e-03
4.549654965496591728e-03 7.096918767506758471e-03
6.120612061337473938e-06 6.754701880729146730e-05
2.860846084608554326e-03 4.945338135253699377e-03
-6.672667266723324598e-04 -1.422969187675958164e-03
-8.753275327532819908e-04 1.459463785514549927e-03
1.664166416591711706e-05 1.408563425362005769e-05
2.259025902590183158e-03 1.949899959984231811e-03
4.532453245323568407e-04 -9.795918367348889835e-04
6.330633063302592341e-04 6.722689075604129790e-05
2.718791879187948488e-03 3.558863545417948436e-03
8.612461246123786574e-04 1.948299319728175483e-03
4.772917291729194406e-03 6.171108443377047552e-03
3.200320032504980625e-06 -2.238655462185721538e-03
3.191343534353437844e-02 4.694332132853139272e-02
1.028034803480345864e-02 1.177174869947988575e-02
1.816857685768577882e-02 2.106938775510197939e-02
7.047584758475693677e-03 7.269467787114763935e-03
9.454585458545843382e-03 1.128643457382948710e-02
3.139873987398789958e-03 9.088435374144906206e-04
-5.615361536149511210e-04 -2.356782713085315163e-03
4.804600460045767990e-03 5.937094837934672568e-03
3.252325232522767454e-05 7.138855542129283571e-05
3.398339833979354546e-04 1.418167266906521749e-03
1.540234023402101571e-03 1.203361344536715795e-03
4.699469946994749500e-03 4.516046418566770776e-03
8.289508950895170883e-03 4.426730692276868891e-03
4.519611961195995828e-03 2.997038815526286738e-03
1.738737873787385077e-02 1.509659863945562661e-02
3.655365536553646828e-03 2.122448979591205764e-03
2.516331633163690438e-03 3.384713885554276307e-03
1.315371537153500574e-03 1.320848339334985142e-03
6.860686068607508518e-04 9.923969587701017260e-06
5.887908790879363592e-03 4.153021208483138535e-03
1.661846184618295070e-03 3.991996798719218628e-03
9.720972097211633958e-04 1.553261304522323381e-03
3.016212821282127435e-02 4.476901160464185486e-02
1.071704370437050538e-02 4.543609443777476241e-03
7.432743274330041712e-05 1.693477390954105822e-04
1.449024902490323070e-03 6.639455782316879950e-04
-8.907290729073828652e-04 -4.987595038016581469e-04
1.763120312031198761e-02 1.470188075230094947e-02
5.648564856493250497e-05 1.422969187674621560e-03
2.277907790779110618e-03 2.960544217687199713e-03
1.657063306330634755e-02 2.110981992797115667e-02
5.698609860986013700e-03 7.880272108843115741e-03
7.532753275331297146e-04 1.141896758702434312e-03
1.097137713771379440e-02 1.153965586234478348e-02
6.556655665569086381e-05 -6.370548219418028309e-05
-6.120612061005619982e-06 -1.709483793520700514e-04
1.001980198019601989e-03 4.008003201273792880e-04
3.011501150117137774e-04 5.157903161264163622e-03
4.356435643566452815e-04 1.612805122048493632e-03
2.212328432843285037e-02 2.767090836334529930e-02
4.536453645405099587e-05 -2.048819527869622615e-05
3.963396339633933931e-03 5.772869147658902383e-03
3.573984998499849658e-02 1.914007202881148548e-02
8.537253725370923772e-04 1.771268507402905604e-03
1.139713971394059255e-04 1.733813525409579840e-03
4.647304730473087939e-03 6.830572228891689489e-03
-1.476147614746136023e-05 -1.856742697219544046e-05
1.331733173317240643e-03 2.450260104041097897e-03
1.002100210023152750e-04 1.418167266900415956e-04
4.779517951795279364e-03 7.191036414565483981e-03
8.928892889266744511e-05 -6.615720345871252382e-16
1.515621962196213139e-02 1.008214485794311360e-02
1.064106410640485347e-05 2.721088435347031177e-05
1.409369736973696899e-02 1.271260504201678597e-02
5.936593659392592169e-05 4.225690276051578641e-05
7.784778477847336580e-04 4.865946378517094900e-05
5.280528052549104564e-06 -4.001600640291507464e-05
3.473507350735086183e-03 4.203921568627184621e-03
1.544514451445231111e-03 3.201280512122827007e-05
1.434263426342667191e-03 4.029131652660778752e-03
1.292929292929075264e-03 1.095158063224995057e-03
3.843064306430576428e-03 2.465946378551154075e-03
1.014661466146413388e-03 1.109883953581963919e-03
5.100110011001880760e-04 6.024809923962499937e-04
-1.193319331934723391e-04 1.469707883152448526e-03
3.218081808181046197e-03 1.172949179671742932e-03
-6.076607660746506212e-05 -6.914765906549978712e-05
1.261110111011106046e-02 1.146634653861537852e-02
1.416701670166809878e-03 2.559743897558748420e-03
4.940894089409223443e-03 5.250420168067366014e-03
3.115600360036003408e-02 3.147182072829129290e-02
1.697769776978768773e-04 -8.886754701880835751e-04
3.964476447644851506e-03 3.462184873949122801e-03
4.393239323932413183e-03 3.423769507803072713e-03
5.258525852584821324e-04 2.312284913964686005e-03
-5.960596059602650586e-05 -3.633453381357564806e-04
3.827262726272445941e-03 1.581432573028923377e-04
