cl_diff|stiffness|viscosity|cl_number|time_step|nb_steps|nb_frames|occup|overlap_length
0.027|75|0.01|656|1e-05|1500000|100|0.65|8.07472042006
0.027|75|0.01|300|1e-05|1500000|100|0.65|3.69452200109
0.027|75|0.01|101|1e-05|1500000|100|0.65|1.24973505821
0.027|75|0.01|672|1e-05|1500000|100|0.65|8.27586120035
0.027|75|0.01|552|1e-05|1500000|100|0.65|6.80223726715
0.027|75|0.01|528|1e-05|1500000|100|0.65|6.50800366282
0.027|75|0.01|157|1e-05|1500000|100|0.65|1.93278066857
0.027|75|0.01|730|1e-05|1500000|100|0.65|8.98717981851
0.027|75|0.01|719|1e-05|1500000|100|0.65|8.85814543805
0.027|75|0.01|811|1e-05|1500000|100|0.65|9.9874581646
0.027|75|0.01|656|1e-05|1500000|100|0.65|8.08456529516
0.027|75|0.01|109|1e-05|1500000|100|0.65|1.34244964847
0.027|75|0.01|580|1e-05|1500000|100|0.65|7.1426141565
0.027|75|0.01|679|1e-05|1500000|100|0.65|8.35794265533
0.027|75|0.01|495|1e-05|1500000|100|0.65|6.10294435695
0.027|75|0.01|1120|1e-05|1500000|100|0.65|13.7935586211
0.027|75|0.01|1021|1e-05|1500000|100|0.65|12.5784001334
0.027|75|0.01|276|1e-05|1500000|100|0.65|3.40543968737
0.027|75|0.01|286|1e-05|1500000|100|0.65|3.52789289465
0.027|75|0.01|544|1e-05|1500000|100|0.65|6.70686044538
0.027|75|0.01|563|1e-05|1500000|100|0.65|6.93995683131
0.027|75|0.01|92|1e-05|1500000|100|0.65|1.14271286374
0.027|75|0.01|946|1e-05|1500000|100|0.65|11.6484549914
0.027|75|0.01|351|1e-05|1500000|100|0.65|4.32379288122
0.027|75|0.01|1006|1e-05|1500000|100|0.65|12.3823242216
0.027|75|0.01|131|1e-05|1500000|100|0.65|1.62195512906
0.027|75|0.01|141|1e-05|1500000|100|0.65|1.74262655179
0.027|75|0.01|692|1e-05|1500000|100|0.65|8.52526376224
0.027|75|0.01|251|1e-05|1500000|100|0.65|3.09261775419
0.027|75|0.01|851|1e-05|1500000|100|0.65|10.4747110281
0.027|75|0.01|1126|1e-05|1500000|100|0.65|13.8615088756
0.027|75|0.01|252|1e-05|1500000|100|0.65|3.10699617115
0.027|75|0.01|1191|1e-05|1500000|100|0.65|14.6602863791
0.027|75|0.01|1147|1e-05|1500000|100|0.65|14.1265285318
0.027|75|0.01|1059|1e-05|1500000|100|0.65|13.040085592
0.027|75|0.01|612|1e-05|1500000|100|0.65|7.54338410773
0.027|75|0.01|359|1e-05|1500000|100|0.65|4.42865716229
0.027|75|0.01|892|1e-05|1500000|100|0.65|10.9786952195
0.027|75|0.01|420|1e-05|1500000|100|0.65|5.17755033806
0.027|75|0.01|663|1e-05|1500000|100|0.65|8.1708630481
0.027|75|0.01|44|1e-05|1500000|100|0.65|0.545542332623
0.027|75|0.01|618|1e-05|1500000|100|0.65|7.60798896925
0.027|75|0.01|608|1e-05|1500000|100|0.65|7.49001132953
0.027|75|0.01|693|1e-05|1500000|100|0.65|8.52927898917
0.027|75|0.01|836|1e-05|1500000|100|0.65|10.2957916194
0.027|75|0.01|857|1e-05|1500000|100|0.65|10.555851805
0.027|75|0.01|522|1e-05|1500000|100|0.65|6.43323354636
0.027|75|0.01|530|1e-05|1500000|100|0.65|6.5338058227
0.027|75|0.01|582|1e-05|1500000|100|0.65|7.17471841518
0.027|75|0.01|381|1e-05|1500000|100|0.65|4.68945201396
0.027|75|0.01|255|1e-05|1500000|100|0.65|3.13862117807
0.027|75|0.01|556|1e-05|1500000|100|0.65|6.84487391192
0.027|75|0.01|296|1e-05|1500000|100|0.65|3.65302601079
0.027|75|0.01|727|1e-05|1500000|100|0.65|8.95582472013
0.027|75|0.01|588|1e-05|1500000|100|0.65|7.24196647469
0.027|75|0.01|686|1e-05|1500000|100|0.65|8.45269906844
0.027|75|0.01|1136|1e-05|1500000|100|0.65|13.985158162
0.027|75|0.01|417|1e-05|1500000|100|0.65|5.14408024335
0.027|75|0.01|867|1e-05|1500000|100|0.65|10.674921769
0.027|75|0.01|1127|1e-05|1500000|100|0.65|13.8723131127
0.027|75|0.01|693|1e-05|1500000|100|0.65|8.538544147
0.027|75|0.01|615|1e-05|1500000|100|0.65|7.57532200801
0.027|75|0.01|127|1e-05|1500000|100|0.65|1.56448217071
0.027|75|0.01|719|1e-05|1500000|100|0.65|8.84955977045
0.027|75|0.01|1103|1e-05|1500000|100|0.65|13.578105158
0.027|75|0.01|973|1e-05|1500000|100|0.65|11.9812045803
0.027|75|0.01|111|1e-05|1500000|100|0.65|1.37474494144
0.027|75|0.01|187|1e-05|1500000|100|0.65|2.30182077998
0.027|75|0.01|454|1e-05|1500000|100|0.65|5.58859815079
0.027|75|0.01|321|1e-05|1500000|100|0.65|3.95226352773
0.027|75|0.01|1174|1e-05|1500000|100|0.65|14.4521942477
0.027|75|0.01|806|1e-05|1500000|100|0.65|9.92503666294
0.027|75|0.01|943|1e-05|1500000|100|0.65|11.6157317585
0.027|75|0.01|381|1e-05|1500000|100|0.65|4.69203426389
0.027|75|0.01|524|1e-05|1500000|100|0.65|6.45719578902
0.027|75|0.01|923|1e-05|1500000|100|0.65|11.3668723608
0.027|75|0.01|533|1e-05|1500000|100|0.65|6.56994342486
0.027|75|0.01|909|1e-05|1500000|100|0.65|11.1891257258
0.027|75|0.01|801|1e-05|1500000|100|0.65|9.85872257075
0.027|75|0.01|1045|1e-05|1500000|100|0.65|12.8659188277
0.027|75|0.01|843|1e-05|1500000|100|0.65|10.383594188
0.027|75|0.01|549|1e-05|1500000|100|0.65|6.76717111817
0.027|75|0.01|1143|1e-05|1500000|100|0.65|14.0757762606
0.027|75|0.01|630|1e-05|1500000|100|0.65|7.76264631656
0.027|75|0.01|662|1e-05|1500000|100|0.65|8.15437275877
0.027|75|0.01|496|1e-05|1500000|100|0.65|6.11524710012
0.027|75|0.01|904|1e-05|1500000|100|0.65|11.1364822458
0.027|75|0.01|59|1e-05|1500000|100|0.65|0.733665165259
0.027|75|0.01|210|1e-05|1500000|100|0.65|2.58559015094
0.027|75|0.01|83|1e-05|1500000|100|0.65|1.02810228212
0.027|75|0.01|412|1e-05|1500000|100|0.65|5.07849436547
0.027|75|0.01|462|1e-05|1500000|100|0.65|5.68952732432
0.027|75|0.01|604|1e-05|1500000|100|0.65|7.43517847381
0.027|75|0.01|713|1e-05|1500000|100|0.65|8.77659917601
0.027|75|0.01|533|1e-05|1500000|100|0.65|6.5657221303
0.027|75|0.01|1198|1e-05|1500000|100|0.65|14.7481516857
0.027|75|0.01|1096|1e-05|1500000|100|0.65|13.499301567
0.027|75|0.01|1007|1e-05|1500000|100|0.65|12.4045382506
0.027|75|0.01|929|1e-05|1500000|100|0.65|11.4389051289
0.027|75|0.01|282|1e-05|1500000|100|0.65|3.48141329259
0.027|75|0.01|286|1e-05|1500000|100|0.65|3.52170784943
0.027|75|0.01|217|1e-05|1500000|100|0.65|2.67836721138
0.027|75|0.01|609|1e-05|1500000|100|0.65|7.50202686852
0.027|75|0.01|744|1e-05|1500000|100|0.65|9.1594265761
0.027|75|0.01|1016|1e-05|1500000|100|0.65|12.5096733089
0.027|75|0.01|994|1e-05|1500000|100|0.65|12.2418918685
0.027|75|0.01|545|1e-05|1500000|100|0.65|6.71454706305
0.027|75|0.01|658|1e-05|1500000|100|0.65|8.09848703299
0.027|75|0.01|631|1e-05|1500000|100|0.65|7.77555672417
0.027|75|0.01|59|1e-05|1500000|100|0.65|0.7371999374
0.027|75|0.01|128|1e-05|1500000|100|0.65|1.58095902116
0.027|75|0.01|1140|1e-05|1500000|100|0.65|14.036305764
0.027|75|0.01|656|1e-05|1500000|100|0.65|8.07408321754
0.027|75|0.01|711|1e-05|1500000|100|0.65|8.76090065373
0.027|75|0.01|223|1e-05|1500000|100|0.65|2.75594043775
0.027|75|0.01|777|1e-05|1500000|100|0.65|9.57069798755
0.027|75|0.01|579|1e-05|1500000|100|0.65|7.13388186861
0.027|75|0.01|116|1e-05|1500000|100|0.65|1.4295990923
0.027|75|0.01|443|1e-05|1500000|100|0.65|5.46224484867
0.027|75|0.01|930|1e-05|1500000|100|0.65|11.4478594736
0.027|75|0.01|234|1e-05|1500000|100|0.65|2.88092531726
0.027|75|0.01|1023|1e-05|1500000|100|0.65|12.5963043263
0.027|75|0.01|927|1e-05|1500000|100|0.65|11.4154587864
0.027|75|0.01|888|1e-05|1500000|100|0.65|10.9293918836
0.027|75|0.01|489|1e-05|1500000|100|0.65|6.02089057016
0.027|75|0.01|1128|1e-05|1500000|100|0.65|13.8856292558
0.027|75|0.01|68|1e-05|1500000|100|0.65|0.84688414103
0.027|75|0.01|1198|1e-05|1500000|100|0.65|14.7536898261
0.027|75|0.01|427|1e-05|1500000|100|0.65|5.26564573113
0.027|75|0.01|84|1e-05|1500000|100|0.65|1.04576501525
0.027|75|0.01|516|1e-05|1500000|100|0.65|6.36270453485
0.027|75|0.01|864|1e-05|1500000|100|0.65|10.6452220367
0.027|75|0.01|397|1e-05|1500000|100|0.65|4.88618712792
0.027|75|0.01|963|1e-05|1500000|100|0.65|11.8615996468
0.027|75|0.01|664|1e-05|1500000|100|0.65|8.17393476627
0.027|75|0.01|1196|1e-05|1500000|100|0.65|14.7239300288
0.027|75|0.01|355|1e-05|1500000|100|0.65|4.36997160186
0.027|75|0.01|1025|1e-05|1500000|100|0.65|12.6266948629
0.027|75|0.01|131|1e-05|1500000|100|0.65|1.61806777784
0.027|75|0.01|852|1e-05|1500000|100|0.65|10.4891300036
0.027|75|0.01|95|1e-05|1500000|100|0.65|1.1775031836
0.027|75|0.01|1197|1e-05|1500000|100|0.65|14.7427592511
0.027|75|0.01|1020|1e-05|1500000|100|0.65|12.5608652791
0.027|75|0.01|1199|1e-05|1500000|100|0.65|14.7593381245
0.027|75|0.01|280|1e-05|1500000|100|0.65|3.45331137496
0.027|75|0.01|785|1e-05|1500000|100|0.65|9.67075372569
0.027|75|0.01|581|1e-05|1500000|100|0.65|7.15247309256
0.027|75|0.01|1001|1e-05|1500000|100|0.65|12.3216480199
0.027|75|0.01|524|1e-05|1500000|100|0.65|6.45633936124
0.027|75|0.01|842|1e-05|1500000|100|0.65|10.3703071025
0.027|75|0.01|692|1e-05|1500000|100|0.65|8.52239930297
0.027|75|0.01|1076|1e-05|1500000|100|0.65|13.2475125424
0.027|75|0.01|511|1e-05|1500000|100|0.65|6.30004655836
0.027|75|0.01|1164|1e-05|1500000|100|0.65|14.3269222013
0.027|75|0.01|202|1e-05|1500000|100|0.65|2.49812742881
0.027|75|0.01|657|1e-05|1500000|100|0.65|8.09209306986
0.027|75|0.01|468|1e-05|1500000|100|0.65|5.76611053347
0.027|75|0.01|58|1e-05|1500000|100|0.65|0.71930631727
0.027|75|0.01|761|1e-05|1500000|100|0.65|9.36673470829
0.027|75|0.01|438|1e-05|1500000|100|0.65|5.3962182622
0.027|75|0.01|334|1e-05|1500000|100|0.65|4.12291516932
0.027|75|0.01|550|1e-05|1500000|100|0.65|6.77100227511
0.027|75|0.01|646|1e-05|1500000|100|0.65|7.95100255336
0.027|75|0.01|562|1e-05|1500000|100|0.65|6.92341834847
